Id,SalePrice
1585,143725.5822
1586,84884.74453
1587,116864.9561
1588,144019.4128
1589,73831.16855
1590,127560.796
1591,89974.09781
1592,104035.0893
1593,126010.9423
1594,159981.4948
1595,100021.8975
1596,257519.4997
1597,206519.6373
1598,203117.6649
1599,180829.4599
1600,166288.5984
1601,79282.63824
1602,110019.1929
1603,50151.69123
1604,245999.7058
1605,242694.8816
1606,189978.9544
1607,169989.8867
1608,208361.5169
1609,185964.9632
1610,161626.9282
1611,156476.0611
1612,177879.6271
1613,166516.047
1614,119481.0313
1615,83781.30274
1616,77658.94225
1617,87066.4518
1618,129967.1735
1619,149882.7126
1620,159768.4593
1621,135970.0755
1622,160995.3194
1623,273997.5924
1624,229004.8831
1625,119551.7476
1626,170428.1059
1627,197662.0567
1628,272635.3961
1629,181097.8299
1630,351055.8641
1631,240001.27
1632,233578.2479
1633,174375.5667
1634,190971.4307
1635,180167.3031
1636,153164.4788
1637,193827.2872
1638,154025.1346
1639,189738.5471
1640,249016.5559
1641,183993.4478
1642,248756.747
1643,220034.9264
1644,234976.2736
1645,212987.8841
1646,162670.0662
1647,159658.6906
1648,127967.9474
1649,143027.0144
1650,118007.1169
1651,125097.6404
1652,103827.4222
1653,105719.4341
1654,144110.7862
1655,137597.6209
1656,141695.7003
1657,147017.1591
1658,143077.846
1659,128476.4451
1660,148812.1522
1661,449123.4619
1662,387082.102
1663,394166.4201
1664,521738.4953
1665,322815.3708
1666,306113.332
1667,394580.2168
1668,335102.5502
1669,312647.8945
1670,335343.8032
1671,269501.9132
1672,404641.5583
1673,290017.3688
1674,253160.1819
1675,206395.2308
1676,193760.916
1677,212482.9491
1678,510247.1971
1679,372691.5455
1680,334050.0655
1681,248521.9207
1682,303849.1272
1683,195260.6103
1684,183987.4621
1685,175198.7262
1686,172416.5181
1687,169971.4028
1688,193399.8164
1689,194007.6712
1690,197853.3273
1691,185058.2376
1692,255307.8301
1693,169496.6569
1694,182803.0957
1695,169367.9154
1696,244990.4907
1697,171273.0953
1698,333960.9141
1699,319460.6369
1700,265004.1657
1701,269506.3864
1702,268713.2233
1703,257504.1707
1704,292969.6679
1705,244985.4822
1706,455447.3878
1707,224989.7087
1708,208831.1484
1709,259964.0597
1710,229272.7161
1711,269991.892
1712,263480.0697
1713,287934.8055
1714,234490.7118
1715,215476.2876
1716,161495.8934
1717,157258.6564
1718,144760.0037
1719,196384.3279
1720,223731.7153
1721,159006.447
1722,141981.4553
1723,153016.0609
1724,204238.604
1725,228691.6557
1726,184960.8433
1727,144979.7129
1728,176415.3107
1729,162015.7988
1730,160024.5995
1731,117479.7026
1732,131251.2087
1733,120549.883
1734,124091.1279
1735,128979.3591
1736,117888.764
1737,275043.8886
1738,242830.2486
1739,269407.1251
1740,222008.1035
1741,199241.6684
1742,178707.2154
1743,161897.2707
1744,316971.9215
1745,231650.9486
1746,180514.5691
1747,205972.82
1748,255659.7101
1749,163023.0609
1750,125082.2495
1751,230007.9953
1752,126237.7927
1753,143800.4112
1754,183085.5679
1755,172526.6455
1756,141503.0132
1757,121395.1646
1758,142726.1794
1759,165640.0665
1760,166604.4585
1761,145091.9528
1762,177466.2863
1763,174474.3652
1764,117777.5165
1765,174983.8183
1766,187503.6726
1767,229021.9908
1768,143244.9715
1769,175822.6728
1770,152683.9226
1771,120019.2153
1772,142457.7574
1773,144012.4829
1774,135029.8437
1775,138581.0101
1776,125966.5943
1777,112981.849
1778,145505.25
1779,102885.0577
1780,152467.6374
1781,135409.1271
1782,99918.27818
1783,149013.736
1784,112010.1574
1785,124995.1351
1786,142923.7409
1787,163816.5645
1788,59016.55046
1789,105972.2718
1790,78476.60926
1791,189979.2571
1792,159911.0733
1793,140209.8904
1794,158721.9326
1795,134975.7344
1796,113497.2908
1797,128516.0584
1798,122031.7289
1799,118926.8735
1800,137988.9232
1801,133480.3205
1802,135006.288
1803,155566.2202
1804,145001.2638
1805,134984.5029
1806,128878.687
1807,118770.703
1808,127720.8893
1809,128959.7051
1810,149983.9554
1811,94517.19068
1812,101394.0413
1813,129514.2649
1814,81425.19333
1815,45016.50342
1816,99527.78481
1817,105039.9604
1818,160005.4994
1819,119019.7487
1820,58475.9667
1821,118997.6028
1822,158056.1849
1823,43979.87237
1824,148987.5979
1825,136978.7914
1826,93001.02273
1827,108589.8429
1828,137204.5122
1829,126486.7995
1830,154984.7111
1831,156682.6696
1832,62511.7488
1833,149005.8156
1834,121261.6723
1835,97498.16761
1836,134964.9631
1837,70502.71076
1838,116023.4789
1839,88747.62835
1840,177245.5589
1841,142511.9745
1842,70323.26139
1843,121310.1148
1844,149912.5089
1845,164970.169
1846,147981.211
1847,164974.694
1848,63884.44919
1849,121980.2782
1850,121517.0883
1851,154383.7215
1852,124981.5944
1853,137689.542
1854,161976.2372
1855,156493.7032
1856,229304.6042
1857,131008.7755
1858,147955.5172
1859,118863.9239
1860,148386.5496
1861,119024.9251
1862,272947.6331
1863,269482.3544
1864,269488.4694
1865,355920.0632
1866,332017.9398
1867,226452.8919
1868,306380.8141
1869,208718.1378
1870,221787.9172
1871,243797.0646
1872,172983.233
1873,241054.6724
1874,143012.7278
1875,206963.948
1876,198197.9572
1877,212647.4677
1878,201018.7833
1879,140034.0135
1880,137685.4569
1881,250011.0707
1882,254742.8903
1883,190472.3327
1884,202703.877
1885,220019.5937
1886,271895.5592
1887,220154.5956
1888,266479.7302
1889,170003.3384
1890,125495.0234
1891,145474.4409
1892,84985.68755
1893,120025.9399
1894,119880.4647
1895,124955.9902
1896,122010.8587
1897,149794.3412
1898,104978.9342
1899,154828.8408
1900,150667.7397
1901,203934.1057
1902,155027.7083
1903,204990.0857
1904,144778.2212
1905,193027.2153
1906,158032.5005
1907,223985.5783
1908,115244.3286
1909,136967.6189
1910,121000.8052
1911,208017.4413
1912,314995.2723
1913,122977.1738
1914,74814.52964
1915,310647.9767
1916,57601.25686
1917,250984.3408
1918,145656.6813
1919,174923.4232
1920,152020.9812
1921,394089.7881
1922,333694.0483
1923,204426.8271
1924,213491.3718
1925,199302.9601
1926,418939.5911
1927,139489.8802
1928,160020.3321
1929,131888.2909
1930,131264.4253
1931,149017.3403
1932,138413.1953
1933,183108.0047
1934,183878.8832
1935,168160.4272
1936,191578.6401
1937,174939.2439
1938,174036.4949
1939,252595.2965
1940,180031.0651
1941,182966.0234
1942,185032.246
1943,197581.3306
1944,354983.8273
1945,411953.6182
1946,112025.9223
1947,333992.2675
1948,133015.2328
1949,234028.0578
1950,181928.2858
1951,240333.688
1952,212829.8325
1953,160980.6498
1954,184116.8912
1955,146875.2844
1956,292500.2977
1957,160967.1164
1958,296533.156
1959,132975.7152
1960,111927.3255
1961,122982.8379
1962,100550.729
1963,108110.2259
1964,111285.8165
1965,143008.075
1966,145504.2778
1967,317718.1232
1968,417524.0299
1969,378610.6928
1970,389992.2481
1971,459989.5835
1972,384145.4149
1973,291817.8547
1974,322145.7134
1975,522198.7912
1976,276156.8125
1977,360568.8621
1978,333450.1629
1979,336858.8606
1980,192854.0935
1981,355758.9329
1982,228600.3383
1983,210465.9136
1984,160617.6852
1985,228288.2852
1986,219977.6309
1987,183524.0389
1988,176279.7459
1989,191892.0703
1990,213016.1306
1991,227971.1802
1992,225149.0082
1993,171635.7527
1994,225008.5841
1995,182808.9755
1996,284484.2547
1997,291327.4443
1998,335880.1541
1999,283798.9922
2000,319246.6362
2001,287526.7266
2002,245013.8316
2003,257002.1512
2004,297917.8661
2005,235590.4382
2006,212727.269
2007,256003.199
2008,216165.5667
2009,188169.4604
2010,182587.513
2011,146023.2978
2012,166280.1955
2013,172586.6834
2014,181201.5037
2015,189027.8044
2016,190526.4779
2017,183224.0242
2018,128012.6041
2019,139356.3204
2020,115029.4384
2021,119936.3202
2022,192013.36
2023,140399.8083
2024,294238.1627
2025,357542.462
2026,178027.9763
2027,159754.9612
2028,145978.9204
2029,172926.9501
2030,285310.2274
2031,257773.2058
2032,275294.9706
2033,283517.3798
2034,170020.6205
2035,223018.8336
2036,198136.232
2037,200027.1824
2038,320131.2996
2039,217400.1752
2040,262391.4686
2041,290021.2712
2042,209850.3468
2043,180491.5204
2044,166091.2037
2045,215011.5798
2046,140523.0652
2047,141018.0401
2048,134910.9917
2049,138201.6989
2050,179957.7578
2051,98022.33728
2052,129672.1799
2053,146281.6667
2054,86999.08784
2055,148990.7228
2056,146160.3208
2057,113475.4851
2058,219839.1639
2059,136488.524
2060,176909.8319
2061,168279.9021
2062,128775.6279
2063,115986.5915
2064,137475.0816
2065,130036.8379
2066,179991.3567
2067,101805.0536
2068,145972.0534
2069,89908.80675
2070,113964.6654
2071,86883.22202
2072,139026.985
2073,139005.7409
2074,186010.0941
2075,147704.6191
2076,117222.854
2077,158982.9397
2078,125902.0245
2079,137992.4715
2080,112468.54
2081,127515.7097
2082,130017.4724
2083,148965.0819
2084,114943.9085
2085,133770.9505
2086,125820.5098
2087,122612.3163
2088,102197.9979
2089,78283.68288
2090,139474.4482
2091,118018.3119
2092,131933.3554
2093,122239.0026
2094,119975.5325
2095,154968.2882
2096,78036.01692
2097,101063.0885
2098,140005.3273
2099,46507.46233
2100,65025.62952
2101,121287.56
2102,131970.0388
2103,97814.89551
2104,130029.728
2105,129414.6424
2106,55022.58754
2107,184018.8041
2108,110037.4864
2109,115477.4638
2110,138004.2416
2111,108016.1828
2112,153010.1592
2113,123979.8506
2114,106904.8172
2115,164881.1086
2116,118986.4311
2117,157011.0571
2118,119049.2952
2119,113021.6452
2120,114965.2295
2121,79000.53217
2122,123026.6287
2123,81295.41841
2124,160393.6877
2125,123513.2988
2126,162474.9825
2127,160018.3065
2128,127494.9823
2129,93880.42755
2130,136014.4759
2131,140974.8435
2132,119982.8943
2133,127463.9071
2134,127020.4728
2135,85011.26827
2136,82354.304
2137,117648.4974
2138,143393.4391
2139,155928.9426
2140,144981.8095
2141,152974.3143
2142,120018.4727
2143,151993.2066
2144,95558.5842
2145,144878.6916
2146,184997.4769
2147,145020.9034
2148,152381.6813
2149,143991.7304
2150,224704.3358
2151,125614.8446
2152,199547.0096
2153,162830.3485
2154,99579.67898
2155,134495.546
2156,259982.4393
2157,226530.5346
2158,220981.0647
2159,210929.3251
2160,177462.2849
2161,243734.3895
2162,384448.1349
2163,395028.1873
2164,225003.2012
2165,195022.9607
2166,152095.4439
2167,220427.0426
2168,215680.0673
2169,197333.2354
2170,212441.988
2171,158030.2762
2172,139852.2536
2173,163016.5434
2174,225110.9267
2175,273989.4328
2176,299979.7806
2177,239980.0362
2178,210981.3287
2179,140815.7747
2180,184999.7882
2181,194371.0496
2182,218849.7766
2183,187785.4238
2184,116150.8703
2185,152415.5476
2186,135751.8139
2187,146987.7878
2188,160519.1838
2189,284692.9086
2190,81991.08053
2191,82524.73872
2192,91892.73789
2193,119983.4306
2194,95979.64185
2195,99035.39396
2196,100019.5119
2197,113883.8627
2198,167991.1217
2199,161924.8095
2200,145027.9623
2201,147484.7922
2202,231008.8669
2203,137975.1532
2204,197979.0518
2205,110020.2164
2206,103990.9727
2207,257046.9478
2208,263123.0278
2209,236514.8715
2210,116466.8283
2211,125982.1396
2212,120010.7895
2213,116184.6996
2214,125981.7837
2215,100115.7856
2216,165482.0801
2217,19575.90732
2218,88981.69129
2219,80876.67122
2220,65037.52855
2221,310065.3067
2222,275698.8791
2223,292368.7875
2224,209804.1358
2225,99987.40204
2226,201579.3002
2227,214410.5279
2228,290874.2154
2229,264959.8494
2230,166533.3119
2231,218708.7126
2232,170050.0118
2233,179982.0051
2234,249351.6211
2235,232117.0117
2236,283812.4146
2237,335351.4986
2238,209171.2272
2239,146016.5828
2240,158172.7294
2241,173021.3858
2242,121508.294
2243,124741.5074
2244,104994.4867
2245,98051.51609
2246,152512.8257
2247,111163.1624
2248,128238.6818
2249,131777.012
2250,137471.0574
2251,103029.3328
2252,187950.7257
2253,161500.3302
2254,168666.199
2255,184432.895
2256,178723.6995
2257,218465.555
2258,159981.2118
2259,175761.3385
2260,154196.8536
2261,181977.7167
2262,212012.2905
2263,359850.2383
2264,502145.0207
2265,155033.2233
2266,319501.6917
2267,404253.0702
2268,455016.8199
2269,155867.6679
2270,193797.0596
2271,212995.2065
2272,192035.9619
2273,156720.5678
2274,188894.8879
2275,171488.1985
2276,174024.6502
2277,178883.5014
2278,155035.4581
2279,124670.3662
2280,128087.4932
2281,160115.0973
2282,177010.5601
2283,111571.1589
2284,113746.5281
2285,142519.164
2286,122928.4143
2287,374773.0363
2288,306080.034
2289,345446.7274
2290,457739.2603
2291,338913.7262
2292,420352.8245
2293,479081.0199
2294,379444.2657
2295,500105.0552
2296,270087.4335
2297,344753.0317
2298,372030.1044
2299,356732.1303
2300,333793.8427
2301,337286.0718
2302,262712.5281
2303,237383.5969
2304,250012.4758
2305,204029.8823
2306,199989.7529
2307,210328.7176
2308,209526.6212
2309,285331.996
2310,224880.2088
2311,199989.3819
2312,181756.7935
2313,173714.175
2314,168181.2714
2315,177170.5648
2316,198420.4054
2317,203002.6415
2318,170470.6654
2319,177806.0469
2320,173486.8993
2321,230785.351
2322,185516.3542
2323,188938.0076
2324,183154.0541
2325,206589.9761
2326,165467.9738
2327,204275.1344
2328,219638.0547
2329,191553.8426
2330,181341.6352
2331,366021.5136
2332,382120.7238
2333,322505.0921
2334,261804.4151
2335,275816.5627
2336,324802.0775
2337,211911.4852
2338,260276.5007
2339,215015.0961
2340,419016.2877
2341,235458.709
2342,238583.7003
2343,242288.6183
2344,241440.4024
2345,236634.2158
2346,209815.8583
2347,203913.7512
2348,244754.1493
2349,212557.4531
2350,310046.7364
2351,261322.7242
2352,255467.646
2353,265024.0124
2354,146010.1559
2355,147008.8159
2356,149009.3315
2357,185206.747
2358,192546.917
2359,127971.0242
2360,113419.4599
2361,144961.8843
2362,265585.9247
2363,128996.0817
2364,147007.6365
2365,225797.6107
2366,175383.9083
2367,199672.4623
2368,219578.7284
2369,203166.9684
2370,176504.0474
2371,172690.9994
2372,200850.9163
2373,286634.6227
2374,312518.2124
2375,244316.9643
2376,277286.1375
2377,340811.0069
2378,143484.6745
2379,240063.8902
2380,162507.7225
2381,164028.0892
2382,189660.699
2383,200340.4582
2384,254991.1858
2385,158468.0914
2386,127024.286
2387,131071.8084
2388,102992.8695
2389,124026.4194
2390,140518.4985
2391,137516.1335
2392,117602.4668
2393,163499.9347
2394,146668.5871
2395,215266.2553
2396,147037.5576
2397,201983.4192
2398,138520.0151
2399,64519.78951
2400,64016.79545
2401,111981.842
2402,130428.1739
2403,130230.4403
2404,175016.5447
2405,158522.016
2406,141021.4493
2407,131020.1778
2408,142079.5253
2409,119974.1794
2410,174839.7001
2411,115889.8313
2412,144074.6258
2413,130549.1897
2414,142017.9369
2415,128589.9547
2416,124982.1882
2417,135973.8371
2418,127003.8207
2419,123952.2891
2420,116911.6668
2421,152334.2793
2422,112514.9109
2423,131217.9059
2424,155981.5324
2425,264708.7265
2426,128502.912
2427,147973.355
2428,172033.1605
2429,119989.9311
2430,135602.5527
2431,105674.4559
2432,152007.386
2433,139983.2697
2434,148359.4506
2435,156486.0356
2436,99007.99205
2437,125510.9408
2438,129983.9794
2439,99749.59443
2440,122697.9328
2441,89492.42045
2442,99921.96196
2443,130019.4159
2444,134975.7235
2445,84992.60271
2446,137019.1393
2447,184875.6789
2448,132500.442
2449,114024.8787
2450,144114.7536
2451,124512.8686
2452,184970.6711
2453,96399.1461
2454,110007.6616
2455,136523.6853
2456,128234.1866
2457,135019.4032
2458,128020.1267
2459,112968.2725
2460,127904.6258
2461,131010.1947
2462,134051.9984
2463,132479.6465
2464,193763.3158
2465,159609.5433
2466,90178.69004
2467,140014.3933
2468,112957.2178
2469,107819.2937
2470,199773.1193
2471,212265.2456
2472,160991.4694
2473,102596.3884
2474,49981.83535
2475,219008.4163
2476,108514.5469
2477,129987.2586
2478,158434.2602
2479,114836.4224
2480,163407.6331
2481,134458.6155
2482,119901.3044
2483,115024.9928
2484,134492.0738
2485,128975.0397
2486,187018.8231
2487,183101.6331
2488,165272.4521
2489,151969.6318
2490,137024.5275
2491,89525.9197
2492,181974.8742
2493,164546.1438
2494,132018.134
2495,94369.62073
2496,255028.579
2497,153972.1128
2498,114951.9663
2499,80017.71109
2500,130058.6477
2501,134047.4524
2502,136515.7822
2503,96016.52619
2504,207182.5672
2505,219979.965
2506,250000.5992
2507,308960.4631
2508,251471.2263
2509,216051.8621
2510,208304.9248
2511,177867.6719
2512,203063.0262
2513,212242.8475
2514,279025.4196
2515,143840.9235
2516,174211.9683
2517,146008.6724
2518,147915.7065
2519,221809.3871
2520,217017.8822
2521,188201.0426
2522,219080.7304
2523,130976.3564
2524,153517.8302
2525,159990.974
2526,134875.2111
2527,119709.3667
2528,119995.7066
2529,126993.7116
2530,117225.7465
2531,239654.5746
2532,223475.1863
2533,194678.7068
2534,227988.3152
2535,278376.3038
2536,218935.7675
2537,237578.4726
2538,181274.0065
2539,183309.9567
2540,177618.9247
2541,175364.7327
2542,161870.915
2543,118610.8553
2544,109988.8107
2545,121980.1322
2546,119916.3743
2547,133488.8181
2548,140979.1019
2549,171472.3772
2550,605347.1151
2551,139995.4702
2552,131764.0743
2553,61485.59185
2554,98521.52097
2555,108470.4306
2556,104910.7777
2557,81201.80402
2558,149980.5063
2559,136506.1615
2560,162048.0044
2561,157162.2758
2562,141482.379
2563,152312.9257
2564,216030.5562
2565,153487.9497
2566,187996.923
2567,139981.4458
2568,200990.8422
2569,214981.6069
2570,121895.1324
2571,190943.7292
2572,168913.0974
2573,197986.1386
2574,303920.4164
2575,140985.7213
2576,129826.7845
2577,150918.2926
2578,75221.38653
2579,66077.62037
2580,119607.8466
2581,138692.8389
2582,124927.9069
2583,289885.2861
2584,183528.9689
2585,190668.828
2586,229306.6843
2587,200407.6074
2588,143130.3943
2589,151443.2819
2590,235496.2765
2591,231657.9891
2592,218746.4915
2593,267282.1686
2594,174009.5051
2595,186055.8231
2596,307664.9193
2597,177986.6435
2598,279882.4675
2599,392036.7695
2600,130034.6915
2601,139985.5522
2602,75307.23533
2603,105267.114
2604,93898.41813
2605,75187.0153
2606,153531.2451
2607,188005.1704
2608,195991.827
2609,160938.7382
2610,138020.2901
2611,107152.8864
2612,147025.5945
2613,137115.011
2614,124656.5342
2615,149925.2397
2616,153103.6377
2617,185796.1445
2618,252015.9112
2619,192078.2561
2620,183496.4973
2621,170330.6238
2622,189964.2315
2623,249987.5786
2624,308984.2988
2625,308100.4712
2626,174121.6127
2627,164491.3106
2628,454436.6998
2629,507281.9381
2630,372312.7789
2631,493027.265
2632,401212.502
2633,318034.3947
2634,440819.3306
2635,168987.8477
2636,188885.5654
2637,171991.5701
2638,287118.0907
2639,184533.0724
2640,155001.6917
2641,102828.6988
2642,181904.6188
2643,105489.0638
2644,125485.1927
2645,115984.9169
2646,101929.889
2647,108008.913
2648,146294.8617
2649,154857.3648
2650,137480.5696
2651,140421.6153
2652,400084.8679
2653,252024.2857
2654,292931.1846
2655,414952.0831
2656,313926.3297
2657,359867.5298
2658,326964.1025
2659,298254.3389
2660,357306.0992
2661,352085.4791
2662,366450.8065
2663,278983.6714
2664,282519.638
2665,332229.3972
2666,310079.7647
2667,172520.8474
2668,174781.6338
2669,174192.8131
2670,258014.82
2671,179412.9277
2672,198633.6838
2673,216877.002
2674,210723.0469
2675,158849.6
2676,193103.1298
2677,203833.5443
2678,258089.0478
2679,286026.1775
2680,281175.3242
2681,399397.7755
2682,343213.8244
2683,466568.3491
2684,318521.9715
2685,315024.2525
2686,252026.5989
2687,336789.1956
2688,199605.6245
2689,200508.0145
2690,405761.0316
2691,197311.1719
2692,139482.1122
2693,188900.8859
2694,145956.7217
2695,186871.9644
2696,176626.9069
2697,187904.7622
2698,212819.0481
2699,172015.1068
2700,149983.0242
2701,149974.837
2702,129511.2203
2703,119477.622
2704,144310.7236
2705,125977.4049
2706,116022.535
2707,133471.9699
2708,133788.7063
2709,120767.5016
2710,129187.6438
2711,260018.122
2712,344406.3187
2713,176406.7588
2714,147392.1776
2715,175498.6792
2716,138991.7186
2717,200000.4487
2718,221027.865
2719,146498.3715
2720,164530.7537
2721,128442.4428
2722,154987.8501
2723,157516.0244
2724,134858.5738
2725,129223.4171
2726,157987.1416
2727,185857.1438
2728,166983.2182
2729,151694.0794
2730,151489.2147
2731,137458.7548
2732,137017.9001
2733,157905.6722
2734,146523.147
2735,135021.4875
2736,140483.5275
2737,120997.5989
2738,123372.8473
2739,168148.4299
2740,135016.5274
2741,132024.0178
2742,158795.9303
2743,148014.5379
2744,172067.1369
2745,156011.7885
2746,139472.5109
2747,147552.5269
2748,126978.9938
2749,133485.5096
2750,124988.5082
2751,139920.1186
2752,167002.5726
2753,158969.9613
2754,182209.1885
2755,127011.9454
2756,99778.44804
2757,68027.00335
2758,89192.52546
2759,163085.5361
2760,93413.12735
2761,161474.7216
2762,147006.1407
2763,193830.4516
2764,157512.1668
2765,272135.7495
2766,147533.2973
2767,81377.72341
2768,119001.9279
2769,131425.1831
2770,137110.1644
2771,105025.0046
2772,123999.3046
2773,173950.3675
2774,135018.5642
2775,111504.5989
2776,143274.6334
2777,139915.1486
2778,105021.5997
2779,111482.3472
2780,107992.769
2781,111194.0045
2782,105023.3349
2783,96902.15071
2784,131125.9174
2785,139029.6694
2786,61473.01604
2787,119976.3222
2788,64024.9947
2789,169732.3299
2790,93499.72674
2791,124968.3176
2792,64506.22633
2793,202580.5472
2794,75010.66011
2795,122282.845
2796,109121.8359
2797,219960.7886
2798,107023.8467
2799,116530.1797
2800,71983.40021
2801,89998.71467
2802,137491.5101
2803,149968.1139
2804,131017.296
2805,108849.3711
2806,80021.50738
2807,156981.6027
2808,158095.7776
2809,132020.2444
2810,142487.5568
2811,165026.407
2812,160487.144
2813,156527.4446
2814,151932.8052
2815,104984.7929
2816,268777.7598
2817,163997.2378
2818,130113.0887
2819,148387.9898
2820,145972.2222
2821,128011.3868
2822,201622.8142
2823,343593.9385
2824,181987.6029
2825,134993.3697
2826,136988.1382
2827,140831.2011
2828,215333.1367
2829,216918.842
2830,229786.6152
2831,183622.4761
2832,245799.5551
2833,294917.0882
2834,209678.8382
2835,213248.0812
2836,200228.8381
2837,160507.4896
2838,140570.6256
2839,187021.8705
2840,211426.7862
2841,199974.6287
2842,217365.7096
2843,155451.9109
2844,173980.0632
2845,119923.9093
2846,205691.2186
2847,206161.9155
2848,219966.3013
2849,205078.8882
2850,277179.4241
2851,210439.5653
2852,231192.7972
2853,237007.0492
2854,145820.7181
2855,203952.7895
2856,200344.1282
2857,186139.1455
2858,198025.7311
2859,97985.85638
2860,127515.5904
2861,119911.4172
2862,196503.0653
2863,130814.3174
2864,232333.1113
2865,142508.0074
2866,134004.6073
2867,97876.59634
2868,92020.98764
2869,106980.3421
2870,125014.6393
2871,82976.11489
2872,34960.24609
2873,119139.4503
2874,137027.4266
2875,127979.6491
2876,159972.1762
2877,148982.8341
2878,166994.2186
2879,131025.9193
2880,111965.2175
2881,158135.4507
2882,194023.2665
2883,217993.6867
2884,199516.7463
2885,195297.803
2886,252884.4649
2887,101994.6468
2888,145400.6275
2889,71984.87891
2890,84985.16452
2891,142807.6106
2892,51715.36347
2893,111340.8623
2894,77988.63003
2895,338889.5481
2896,281255.6899
2897,216523.374
2898,144987.5697
2899,208961.9237
2900,149077.9296
2901,250797.3275
2902,202023.1875
2903,319996.6994
2904,355242.1848
2905,81501.19938
2906,215000.2415
2907,104478.8476
2908,126505.9619
2909,146501.4679
2910,84874.25795
2911,78826.50315
2912,139998.5998
2913,75656.99721
2914,79460.2983
2915,89405.17355
2916,71017.55824
2917,152898.9827
2918,131990.3643
2919,215825.2964
