,key_rdate,key_title,label
39,2020-01-02 10:15:00,"신한금융투자, 조직개편으로 세대 교체… 'IB' 확장",1
40,2020-01-02 10:32:00,안철수 정계 복귀 선언에 안랩·써니전자 등 안철수 관련주 '들썩',1
41,2020-01-02 10:35:00,"[신년사] 김원규 이베스트證 사장 ""자기자본 1조원 중형증권사 도약 목표""",0
42,2020-01-02 10:42:00,"[특징주] 씨아이테크, 대규모 감자 결정에 급락",2
43,2020-01-02 11:05:00,"[신년사] 박정림·김성현 KB증권 대표 ""효율성 제고로 이익경영 강화""",1
44,2020-01-02 11:42:00,1월에 주목해야 할 증시 이슈는?,0
45,2020-01-02 13:38:00,"엇갈린 오너가 지분가치…삼성家 20%↑, 롯데家 28%↓",2
46,2020-01-02 14:20:00,"정부, 올해 '창업국가 조성'에 1조4517억원 투입",0
47,2020-01-02 14:35:00,"[신년사] 김영규 IBK투자증권 대표 ""수익 다변화로 균형있는 도약""",1
48,2020-01-02 15:36:00,"[마감시황] 코스피, 새해 첫날 수출쇼크에 2170선까지 미끌",2
49,2020-01-02 15:45:00,‘환매 중단’ 라임무역금융 투자자들 소송 나선다,0
50,2020-01-02 16:26:00,새해 '리츠' 파급력 커진다…증권가도 조직강화 한창,0
51,2020-01-02 17:00:00,"[취임사] 나재철 금융투자협회장 ""자강불식 자세로 뛸 것""",0
52,2020-01-03 00:57:00, (3일) 보통주추가상장=제이준코스메틱(전환),0
53,2020-01-03 07:46:00,"[I-리포트] 삼성전자, 반도체부문 개선 통해 실적 대폭 상승 - 한국투자증권",1
54,2020-01-03 07:56:00,"[I-리포트] 롯데푸드, 실적개선에도 주가 모멘텀 부재 - 하나금융투자",2
55,2020-01-03 08:01:00,"한국코퍼레이션 자회사, 中 샤오미 공식 총판계약 체결",1
56,2020-01-03 08:06:00,"[I-리포트] LG전자, OLED TV 판매 확대에 성장 기대-대신證",1
57,2020-01-03 08:08:00,"[I-리포트] OCI, 폴리실리콘 원가개선 필요한 시점 –KB證",0
58,2020-01-03 08:16:00,"[I-리포트] 컴투스, 안정적 실적+신작 기대감 –키움證",1
59,2020-01-03 08:18:00,"[I-리포트] 삼성엔지니어링, 수주잔고 레벨업…목표가↑-한화證",1
60,2020-01-03 09:05:00,"[개장시황] 코스피, 외국인 매수세에 2190선 회복 출발",1
61,2020-01-03 09:08:00,KB증권 비대면 계좌개설 '최대 5만원 행운의 세뱃돈' 이벤트,0
62,2020-01-03 09:14:00,"[특징주] 한국테크놀로지, 중국 샤오미 공식 총판계약에 '급등'",1
63,2020-01-03 09:19:00,"[특징주] 조이시티, 100억 규모 유상증자 '급등'",1
64,2020-01-03 09:25:00,원/달러 환율 보합권 등락…원화자산 투자심리 횡보,0
65,2020-01-03 10:01:00,"대양금속, M&A 마무리 후 이틀 연속 하한가…이유는?",0
66,2020-01-03 11:15:00,"현대차 주식, ""지금 비중 확대 vs 실적 확인 후 매입"" 의견 팽팽",1
67,2020-01-03 15:06:00,"실적으로 말하는 증권가 장수 CEO, 세대교체 바람에도 '굳건'",1
68,2020-01-03 15:35:00,"[마감시황] 코스피, 개인‧외인 매수 vs 기관 매도에 2170선 혼조",2
69,2020-01-04 10:40:00,"엔씨소프트, 리니지2M 흥행몰이…목표가 줄상향",1
70,2020-01-05 08:00:00, CES에 삼성전자 실적까지…'IT·기술주' 상승 기대,1
71,2020-01-05 10:40:00,[이번주 증시] 커지는 차익실현 부담감…글로벌 이벤트 '주목',0
72,2020-01-05 15:00:00,미·중 무역분쟁 완화에 지준율 인하까지…중국증시 뜨겁다,1
73,2020-01-06 08:03:00,"[I-리포트] LG전자, 올해 상고하저 이익 흐름 –NH證",1
74,2020-01-06 08:04:00,"[I-리포트] 기아차, 내수 호조로 실적 개선 지속 - 현대차증권",1
75,2020-01-06 08:11:00,"[I-리포트] 와이지엔터, 빅뱅 재계약+체질 개선… 목표가↑ -하나금투",1
76,2020-01-06 08:13:00,"[I-리포트] 지누스, 미국의 中 반덤핑 관세부과는 호재-대신證",1
77,2020-01-06 08:18:00,"[I-리포트] 포스코, 1분기 업황 회복 따른 실적 개선 전망 - 하이투자증권",1
78,2020-01-06 08:23:00,"[I-리포트] 호텔신라, 면세점 성장에 실적 개선 기대-흥국證",1
79,2020-01-06 08:50:00,"[랜드마크1회] 12.16대책 D+3주, '풍선효과'로 뜨는 지역은?",0
80,2020-01-06 09:04:00,"KB증권, 주식매매금액 따라 현금 지급 이벤트",0
81,2020-01-06 09:07:00,"[개장시황] 코스피, 미국‧이란 긴장 고조로 하락 출발",2
82,2020-01-06 09:14:00,"[특징주] 와이지엔터, 빅뱅 재계약 긍정적 분석에 '강세'",1
83,2020-01-06 09:31:00,"[특징주] 아프리카TV, 실적부진 전망에 '약세'",2
84,2020-01-06 09:34:00, 미국-이란 갈등에 석유화학 종목 이틀째 급등,1
85,2020-01-06 11:19:00,"원익IPS, 1년새 시총 2.5배 껑충…전망도 '맑음'",1
86,2020-01-06 12:56:00,"코스피, 장중 2,150선 밑돌아…1.22% 하락",2
87,2020-01-06 14:15:00,"한화투자증권, 해외송금 서비스 실시",0
88,2020-01-06 14:18:00,이번엔 이란발 리스크…연초 국내 증시 '암초' 되나,0
89,2020-01-06 14:28:00,미·이란 충돌로 원·달러 환율 요동…올해 방향은,0
90,2020-01-06 15:00:00,"KB증권, ETF 거래금액 따라 최대 40만원 상금",0
91,2020-01-06 15:37:00,"[마감시황] 코스피, 美-이란 리스크에 2150선까지 후퇴",2
92,2020-01-06 15:39:00,(마감)프로그램 1313억 매수 우위,1
93,2020-01-07 07:56:00,"[I-리포트] GKL, 정상 궤도로 복귀 –케이프證",1
94,2020-01-07 08:03:00,"[I-리포트] 한샘, 4분기 실적 회복… 목표가↑ -유안타證",1
95,2020-01-07 08:16:00,"[I-리포트] 현대차, 작년 4분기 1조원 영업익 전망 - 이베스트투자증권",1
96,2020-01-07 08:16:00,"[I-리포트] 쌍용양회, 높은 배당수익이 매력-NH證",1
97,2020-01-07 08:17:00,"""현대차, 평균판매단가 높은 선진국서 판매량 증가""-이베스트",1
98,2020-01-07 08:26:00,"[I-리포트] 삼성SDI, 유럽 EV 모멘텀으로 실적 개선 – 유진투자증권",1
99,2020-01-07 08:28:00,"[I-리포트] 덱스터, 영화 '백두산' 흥행·고객사 협업에 상승세-하나",1
100,2020-01-07 08:59:00,"삼성증권, 美 CES에 애널리스트 파견해 유튜브 생방송",0
101,2020-01-07 09:06:00,"[개장시황] 코스피, 외국인‧기관 매수세에 2160선 회복 출발",1
102,2020-01-07 09:12:00,"[특징주] 한샘, 실적 회복 기대감에 '강세'",1
103,2020-01-07 09:33:00,"[특징주] GKL, 올해 실적 성장 전망에 '강세'",1
104,2020-01-07 09:51:00,"[특징주] 한국콜마, 화장품 부문 회복세 분석에 '강세'",1
105,2020-01-07 10:25:00,"정호영 LG디스플레이 사장 ""올해, 대형 OLED 대세화""",1
106,2020-01-07 10:48:00,"6개 금융협회, 청년 창업자 위한 웹툰 'JUMP' 오픈",0
107,2020-01-07 11:36:00,"와이지엔터, '빅뱅 컴백'에 주가도 훨훨",1
108,2020-01-07 12:00:00,작년 ETF 수익률 1위는 'TIGER 차이나 레버리지' 80%,0
109,2020-01-07 13:42:00,"[IPO] 지엔원에너지, 지열에너지 선도…""사업영역 확장""",1
110,2020-01-07 15:25:00,"'상한가' 신라젠, 총 거래량 9배 급증한 이유는?",1
111,2020-01-07 15:28:00,"금감원, 라임자산운용 검찰수사 의뢰 전망…실사결과 '관건'",0
112,2020-01-07 15:35:00,"[마감시황] 코스피, 외국인 저가 매수세에 2170선 회복",1
113,2020-01-07 15:41:00,(마감)코스피 기관 446억 매도 우위,2
114,2020-01-07 16:18:00,"금융당국, 증권사 IB 대출 대상에서 '부동산 법인 제외' 추진",0
115,2020-01-08 06:03:00,"금융위, 회계부정 익명신고 허용",0
116,2020-01-08 07:43:00,"[I-리포트] 현대글로비스, 저가 매수 전략 유효 - 이베스트투자증권",1
117,2020-01-08 07:56:00,"[I-리포트] 호텔신라, 면세점 업황 회복 통해 실적 개선 - 현대차증권",1
118,2020-01-08 08:06:00,"[I-리포트] 엔씨소프트, 고성장·고수익·저평가… 목표가↑ -미래대우",1
119,2020-01-08 08:11:00,"[I-리포트] 바텍, 중국 치과시장 성장 –하나금투",1
120,2020-01-08 08:14:00,"""호텔신라, 4분기 실적 '양호'…투자의견·목표가↑""-현대차",1
121,2020-01-08 08:17:00,"[I-리포트] 스튜디오드래곤, 한한령 완화 기대감…목표가↑-하나",1
122,2020-01-08 08:30:00,"금융당국, 회계부정 익명신고 허용…지난해 포상금 1억",0
123,2020-01-08 08:41:00,"[I-리포트] 한섬, 이익 개선 기대되나 업종 내 매력 낮아-KB證",2
124,2020-01-08 09:07:00,"[개장시황] 코스피, 기관 대량 매도에 2150선 출발",2
125,2020-01-08 09:09:00,"[특징주] 삼성전자, 영업이익 전망치 상회에 '상승'",1
126,2020-01-08 09:13:00,"[특징주] GV, 태국 수출계약 소식에 '급등'",1
127,2020-01-08 09:15:00,"[특징주] 한국정보통신, 자사주 소각에 '上'",1
128,2020-01-08 09:24:00,[특징주] 이란 미군기지 공격 소식에 석유화학株 '급등',1
129,2020-01-08 09:41:00,지난해 41개사 액면변경…전년比 5.1%↑,0
130,2020-01-08 10:18:00,"K-OTC, 작년 시총 줄었지만 거래대금 연 1조원 육박",1
131,2020-01-08 13:42:00,"정유株, 정제마진 반등 전망에도 '낮아진 눈높이'",2
132,2020-01-08 13:53:00,"금융당국, 중동불안에 일일점검반 가동…""변동성 확대 시 조치""",0
133,2020-01-08 14:01:00,"방산株, 미-이란 군사 갈등 고조에 일제히 강세",1
134,2020-01-08 14:48:00,군산사랑상품권 할인율 8%로 하향조정…구매 한도는 70만원,0
135,2020-01-08 15:11:00,"호텔신라, 우량 내수주 '부각'…목표가도 줄상향",1
136,2020-01-08 15:26:00,한한령 해제 조짐…화장품·미디어株 웃을까,0
137,2020-01-08 15:36:00,"[마감시황] 코스피, 중동 불안에 약세…2150선까지 후퇴",2
138,2020-01-08 16:14:00,"CES2020 참관 성윤모 장관 ""산업 지능화 전략 추진""",0
139,2020-01-09 07:53:00,"[I-리포트] 현대제철, 올해 영업익 개선 통해 주가 상승 - 현대차증권",1
140,2020-01-09 08:00:00,"[I-리포트] CJ제일제당, 질적 성장 통한 수익성 개선 – 흥국증권",1
141,2020-01-09 08:08:00,"[I-리포트] 유한양행, 대규모 기술료 기대…저점 매수 기회-하나",1
142,2020-01-09 08:12:00,"[I-리포트] 휠라코리아, 브랜드 성장 과도기… 목표가↓ -대신證",2
143,2020-01-09 08:20:00,"[I-리포트] 매일유업, 4분기 실적 컨센서스 상회 전망 –키움證",2
144,2020-01-09 08:23:00,"[I-리포트] 쇼박스, 텐트폴 여러 편 대기…실적 모멘텀 'UP'-하나",1
145,2020-01-09 08:47:00,"NH투자 ""네이버, 올해 국내외 성과 기대…'매수'""",1
146,2020-01-09 09:06:00,"[개장시황] 코스피, 개인‧외국인 순매수에 2180선 출발",0
147,2020-01-09 09:14:00,"[특징주] 삼성전자, 장중 사상 최고가 경신",1
148,2020-01-09 09:22:00,[특징주] 미·이란 긴장 완화에 석유화학株 '급락',2
149,2020-01-09 09:38:00,"KTB증권, 비대면계좌 개설하면  KOSPI200 주식 1주 증정",0
150,2020-01-09 10:18:00,"2019년 단기사채 일평균 4.5조원 총 1,123조원 발행",0
151,2020-01-09 13:39:00,"아톤, 송사 새국면…4억대 컨설팅 보수 '핑퐁게임'",0
152,2020-01-09 15:00:00,미국-이란 확전 자제…코스피 대응 전략은?,0
153,2020-01-09 15:11:00,"나재철 금투협회장 ""자본시장의 신성장 동력 역할 지원""",0
154,2020-01-09 15:35:00,"[마감시황] 코스피, 중동발 리스크 축소에 반등…2180선 회복",1
155,2020-01-09 16:17:00, 돼지열병 확진 소식에 동물백신·닭고기株 상승(종합),1
156,2020-01-10 07:29:00,"[I-리포트] 스튜디오드래곤, 올해부터 본격 성장 - DB금융투자",1
157,2020-01-10 07:37:00,"[I-리포트] 효성티앤씨, 올해 영업익 대폭 증가 - 대신증권",1
158,2020-01-10 08:10:00,"[I-리포트] 에스엠, 아쉬운 실적… 목표가↓ -하나금투",2
159,2020-01-10 08:16:00,"[I-리포트] 팬오션, 실적 전망 하향… 목표가↓ -KB證",2
160,2020-01-10 08:24:00,"[I-리포트] 제일기획, 4분기 실적 기대치 하회 전망…목표가↓-DB금투",2
161,2020-01-10 08:47:00,"""데이터 3법 통과, 디지털 금융에 큰 변화 예상""-신한",0
162,2020-01-10 09:07:00,"[개장시황] 코스피, 개인‧외국인 매수세에 강보합 출발",1
163,2020-01-10 09:09:00,"[특징주] 아이오케이, 110억원 규모 유증 결정에 '급등'",1
164,2020-01-10 09:13:00,"[특징주] 디앤씨미디어, 웹툰 '나 혼자만 레벨업' 日 픽코마 1위에 강세",1
165,2020-01-10 09:27:00,"힐세리온, '기술성 평가' 통과…연내 코스닥 상장",0
166,2020-01-10 09:30:00,"NH투자증권, '2020년 리더스 컨퍼런스' 개최",0
167,2020-01-10 10:24:00,"아모레그룹株, 5개월새 시총 66% 불어나…""끝나지 않았다""",1
168,2020-01-10 10:46:00,홍남기 “이란사태 우리 실물경제 직접 영향 없어”,0
169,2020-01-10 12:17:00,2019년 주식관련사채 권리행사 1.37조원…전년比 7.3%↑,1
170,2020-01-10 13:37:00,2019년 주식관련 사채 권리행사 1조3천702억원…전년 대비 7.3%↑,1
171,2020-01-10 13:55:00,"[특징주] 삼양식품, 호실적 전망에 52주 신고가 경신",1
172,2020-01-10 14:30:00,"상상인그룹, 홈페이지 패밀리룩으로 리뉴얼",0
173,2020-01-10 15:35:00,"[마감시황] 코스피, 외인 3,800억 순매수…8거래일만 2200선 돌파",1
174,2020-01-11 10:40:00,"삼성전자, 영업이익 반토막인데 주가는 사상 최고…이유는",1
175,2020-01-11 15:00:00,"올해 IPO시장, 대어급 줄줄이…'4조원 훌쩍 넘는다'",0
176,2020-01-12 10:40:00,[이번주 증시] 중동서 중국·바이오로 향하는 눈,0
177,2020-01-12 15:00:00,"조선株, 천덕꾸러기 끝…이제 반등만 남았다",1
178,2020-01-13 07:00:00,[기자수첩] '투자조합' 판치는 기업사냥에 감독당국은 뒷짐만,0
179,2020-01-13 07:40:00,"[I-리포트] HDC현대산업개발, 유상증자 주주가치 훼손 불가피 - 삼성증권",2
180,2020-01-13 07:49:00,"[I-리포트] KPX케미칼, 우호적인 영업환경 속 이익증가 - 흥국증권",1
181,2020-01-13 08:00:00,"외국인, 5개월 만에 韓주식 순매수…채권은 순회수",0
182,2020-01-13 08:06:00,"[I-리포트] 휠라코리아, 4분기 실적 기대치 하회 전망… 목표가↓ -NH證",2
183,2020-01-13 08:08:00,"[I-리포트] NHN, 데이터 3법 통과 호재…목표가↑-이베스트證",1
184,2020-01-13 08:18:00,"[I-리포트] 롯데하이마트, 실적에서 느껴지는 위기감…목표가↓-한화證",0
185,2020-01-13 08:21:00,"[I-리포트] 한샘, 기대 상회하는 4분기 실적 전망… 목표가↑ -KTB證",2
186,2020-01-13 08:33:00,"씨티젠, 사명 '라이브파이낸셜'로… ""핀테크기업 도약""",1
187,2020-01-13 09:06:00,"[개장시황] 코스피, 개인‧외국인 매수세에 강보합 출발",1
188,2020-01-13 09:08:00,"[특징주] 한진칼, 반도건설 '경영 참여'에 급등",1
189,2020-01-13 09:11:00,"[특징주] HDC현대산업개발, 4000억 규모 유상증자 결정에 '급락'",2
190,2020-01-13 09:16:00,"[특징주] 엔텔스, 최대주주 변경에 '上'",1
191,2020-01-13 09:20:00,"신한금융투자, '2020년 부자의 운' 이벤트 실시",0
192,2020-01-13 09:22:00,미중 무역 1단계 합의 앞두고 원/달러 환율 하락세,0
193,2020-01-13 09:55:00,"삼성증권 ""올해 핵심 투자전략은 인컴(Income)·성장(Growth)+""",1
194,2020-01-13 10:00:00,"하이투자증권, 리자드 스텝다운형 ELS 1종 공모",0
195,2020-01-13 10:28:00,"피델리티운용, '인핸스드 리저브 펀드’ 순자산 1억불 달성",0
196,2020-01-13 10:48:00,작년 예탁결제원 주식결제대금 284.5조원…전년比 15.9%↓,2
197,2020-01-13 10:57:00,"덴티움, 고발에 주가 '흔들'…증권가 ""펀더멘털 집중해야""",2
198,2020-01-13 12:00:00,"금감원, 서울 등 전국 5개 도시서 외부감사제도 설명회",0
199,2020-01-13 15:25:00,"삼성물산, 나는 '전자' 수혜 톡톡…지분가치 부각",1
200,2020-01-13 15:35:00,"[마감시황] 삼성전자, 6만원 처음 찍었다",0
201,2020-01-13 16:31:00,[백브리핑AI] 저출산보다 고령화가 위험한 이유,0
202,2020-01-14 03:12:00, (14일) 변경상장=보령메디앙스→메디앙스 등,0
203,2020-01-14 07:56:00,"[I-리포트] 셀트리온헬스케어, 2020년 실적 고성장 - NH투자증권",1
204,2020-01-14 07:59:00,"[I-리포트] 카카오, 톡비즈보드 매출 4배 증가 가능… 목표가↑ -미래대우",1
205,2020-01-14 08:04:00,"[I-리포트] 스튜디오드래곤, 2020년 또 한 번의 큰 도약 - 삼성증권",1
206,2020-01-14 08:09:00,"[I-리포트] 인터로조, 해외지역 매출 성장… 목표가↑ -하나금투",1
207,2020-01-14 08:13:00,"[I-리포트] SK텔레콤, 저평가 구간 진입…목표가는 하향-NH",2
208,2020-01-14 08:34:00,"[I-리포트] 한온시스템, 실적 전망치 부합…전기차 플랫폼 기대-하나",1
209,2020-01-14 09:00:00,"제이앤티씨, 증권신고서 제출…""2월 코스닥 입성 목표""",0
210,2020-01-14 09:05:00,"[개장시황] 코스피, 외국인 순매수에 2240선 돌파 출발",1
211,2020-01-14 09:11:00,"[특징주] 바른손이앤에이, 기생충 아카데미 노미네이트에 '급등'",1
212,2020-01-14 09:14:00,"[특징주] 제넨바이오, 최대주주 변경에 급등",1
213,2020-01-14 09:19:00,"[특징주] 삼성SDI, 전기車 시장 회복 전망에 사상 최고가",1
214,2020-01-14 09:20:00,"코스피, 2,240대 상승… 中 환율조작국 제외",1
215,2020-01-14 09:21:00,"[특징주] 인터로조, 해외시장 성장 전망에 '급등'",1
216,2020-01-14 09:37:00,"NH아문디, 베트남 사이공증권자산운용과 사업협력",0
217,2020-01-14 10:47:00,"거래소, 'HANARO KAP 초장기 국고채 ETF' 상장",0
218,2020-01-14 11:13:00,"HDC현대산업, 벌써 아시아나항공 인수 후폭풍 우려 ",2
219,2020-01-14 11:26:00,"금감원, 라임 검사결과 내달초 발표…수사의뢰 방침",0
220,2020-01-14 11:28:00,"이리언스, IBK투자증권과 코스닥 상장 주관 계약",1
221,2020-01-14 12:39:00,작년 채권‧CD 등록발행 390.9조원…전년比 7.2%↑,1
222,2020-01-14 14:21:00,"KB증권, 삼성전자 기초자산 ELS 등 9종 공모",0
223,2020-01-14 14:38:00,"일신바이오, 12억 규모 동결건조기 공급계약",1
224,2020-01-14 14:44:00,4분기 실적시즌 개막…낮은 기대 속 주목할 업종은,0
225,2020-01-14 15:36:00,"[마감시황] 코스피, 4일째 강세…'52주 신고가'는 실패",1
226,2020-01-15 03:02:00, (14일) 디아이동일 등,0
227,2020-01-15 07:39:00,"[I-리포트] 현대제철, 올해 1분기 영업환경 다소 개선 - 하나금융투자",1
228,2020-01-15 07:47:00,"[I-리포트] 인터로조, 2020년 고성장 지속 - 유안타증권",1
229,2020-01-15 08:08:00,"[I-리포트] 제이콘텐트리, 극장·영화 성장에 中기대감도-대신證",1
230,2020-01-15 08:14:00,"[I-리포트] CJ ENM, 4분기 실적 컨센서스 하회 전망 -DB금투",2
231,2020-01-15 08:20:00,"[I-리포트] 포스코인터내셔널, 실적 기대치 하회 전망…목표가↓-신한",2
232,2020-01-15 08:23:00,"[I-리포트] 펄어비스, 쉬어가는 올 상반기… 목표가↓ -삼성證",0
233,2020-01-15 09:06:00,"[개장시황] 코스피, 외국인‧기관 순매도에 2220선 출발",2
234,2020-01-15 09:16:00,"[특징주] 평화홀딩스, 자회사 인적분할 결정에 '上'",1
235,2020-01-15 09:24:00,"[특징주] 좋은사람들, 경영진 배임·횡령 조회공시에 '급락'",2
236,2020-01-15 09:35:00,"하나금융투자, '하나 THE ONE AI2랩' 출시",0
237,2020-01-15 10:08:00,"최태원 SK 회장, 1조원 대 이혼소송 불구 '사회 공헌' 1위",1
238,2020-01-15 10:17:00,지난해 펀드이익배당금 21.2조원…전년比 16.1%↑,1
239,2020-01-15 10:49:00,"[초점] 나흘간 4% 오른 코스피…""과열"" vs ""더 오른다""",1
240,2020-01-15 10:55:00,"2월 채권시장심리, 지정학적 리스크 따른 안전자산 선호에 상승",1
241,2020-01-15 11:05:00,"나재철 협회장, 금투협 소‧부‧장 펀드 가입",0
242,2020-01-15 11:06:00,"교보證, 2019년 영업이익 1천103억원…전년대비 18.27%↑",1
243,2020-01-15 12:00:00,"금융통계정보시스템, 8600개 항목 신설…부문별 손익조회도 가능",0
244,2020-01-15 13:16:00,"엔에프씨, 코스닥 상장 목표로 증권신고서 제출",0
245,2020-01-15 14:17:00,한달새 121% 뛴 에이디테크놀로지…이유는,1
246,2020-01-15 15:17:00,"한국투신운용, '소부장 코리아 혼합자산펀드' 출시",0
247,2020-01-15 15:35:00,(마감)코스피 외국인 879억 순매도,2
248,2020-01-15 15:36:00,"[마감시황] 코스피, 미중 갈등 해소 불확실성에 하락",2
249,2020-01-16 07:50:00,"[I-리포트] 제일기획, 2020년 성장 추세 유지 - 키움증권",1
250,2020-01-16 07:55:00,"[I-리포트] 이노션, 2020년 모멘텀의 실적화로 이익 증가 - 키움증권",1
251,2020-01-16 08:03:00,"[I-리포트] LG전자, 올 1분기 이익창출력 기대…""비중 확대""-키움證",1
252,2020-01-16 08:09:00,"[I-리포트] 쏠리드, 4분기 실적 개선 예상 –하나금투",1
253,2020-01-16 08:17:00,"[I-리포트] 해마로푸드서비스, 맘스터치 가맹점 확대 기조 –IBK證",1
254,2020-01-16 08:24:00,"미·중 1차 무역합의 ""글로벌 경기에 긍정적 영향""-KB證",1
255,2020-01-16 09:08:00,"[개장시황] 코스피, 2230선 혼조세 출발",0
256,2020-01-16 09:16:00,"[특징주] 컨버즈, 90% 무상감자 결정에 급락",2
257,2020-01-16 09:23:00,"[특징주] 미래SCI, 대출원리금 연체 소식에 급락",2
258,2020-01-16 09:31:00,"제천시, 올해 1차분 지역화폐 300억원 내일부터 발행",0
259,2020-01-16 09:46:00,"[특징주] 현대차, 제네시스 GV80 기대감에 강세",1
260,2020-01-16 09:49:00,"[머니Tips] NH투자증권, 조기상환 가능성 높인 ELS 6종 모집",0
261,2020-01-16 09:57:00,"자산관리 플랫폼 에임, '멜로가 체질' 전여빈·손석구 발탁 TV 광고",0
262,2020-01-16 10:32:00,국내 주식 '소수점 거래' 상반기 중 가능해진다,0
263,2020-01-16 11:48:00,'무선이어폰' 성장세 주목… 관련 수혜주는,1
264,2020-01-16 15:15:00,"[특징주] 셀트리온 3형제, 서정진 합병추진 발언에 '강세'",1
265,2020-01-16 15:20:00,"[중국은 지금]화웨이, 미국 특허 첫 10위권 진입…삼성은 ‘2위’",1
266,2020-01-16 15:35:00,"[마감시황] 코스피, 美中 1단계 무역합의 서명에 2240선 돌파",1
267,2020-01-16 15:54:00,원/달러 환율 상승 마감…1160원대 재진입,0
268,2020-01-16 16:20:00,"[IPO] 위세아이텍 ""데이터3법 통과 수혜…입지 굳힐 것""",1
269,2020-01-17 07:43:00,"[I-리포트] SK머티리얼즈, 올해 하반기 회복 기대 - 케이프투자증권",1
270,2020-01-17 07:51:00,"[I-리포트] 컴투스, 신작 출시 통해 성장성‧주가 제고 - 이베스트투자증권",1
271,2020-01-17 08:10:00,"[I-리포트] S-Oil, 정제마진 추정치 하향… 목표가↓ -한투證",2
272,2020-01-17 08:11:00,"[I-리포트] SK하이닉스, 2분기부터 영업익 1조 회복 전망-KB證",1
