key_title,key_rdate,key_cont
"""퇴직연금 DB→DC형 변경 고민시 임금상승률 비교해야""",2022.11.21 13:13,금융감독원은 자신의 퇴직연금 계좌를 확정급여(DB)형에서 확정기여(DC)형으로 변경하는 것을 고민한다면 예상되는 임금상승률과 기대 운용수익률을 먼저 비교...
"금통위 D-3, 국내 증시 강보합 출발 후 하락 반전",2022.11.21 09:50,"강보합 출발한 국내 증시가 하락세로 돌아선 후 낙폭을 키우고 있다. 21일 코스피지수는 전거래일보다 1.57포인트, 0.06% 상승한 2446.05에 거..."
"""GS, 자회사 호실적 지속…사상 최대 영업익 전망""-흥국",2022.11.21 07:42,흥국증권은 21일 GS에 대해 GS에너지 등 자회사들의 실적 개선에 힘입어 호실적 추세가 지속될 것이라고 평가했다. 연간 기준 사상 최대 영업이익 실현도...
"11월 셋째 주, 돈 되는 알짜배기 투자 정보는? [마켓PRO 위클리 리뷰]",2022.11.19 06:00,※한경 마켓PRO는 한 주간 짚어본 종목·투자 전략을 돌아보는 '마켓PRO 위클리 리뷰' 코너를 운영 중입니다. 한경 마켓PR...
'빈 살만' 방한에 덩달아 웃는 방산株,2022.11.18 15:09,무함마드 빈 살만 사우디아라비아 왕세자 방한 이후 방산업체의 중동향 매출 기대감이 반영되며 방산주가 오름세를 보이고 있다. 빈 살만 왕세자는 윤석열 대통...
"쎄노텍, 200억 규모 세라믹 비드 공급 계약 체결 소식에 '들썩'",2022.11.18 09:26,쎄노텍이 호주 대형 광산향 세라믹 비드 공급 계약을 체결했다는 소식에 주가가 급등하고 있다. 18일 오전 9시23분 쎄노텍은 전 거래일 대비 435원(2...
"단기 반등한 증시, 한 호흡 쉬어가도 좋다",2022.11.18 06:03,"마켓리더의 시각 유상록 포티우스파트너스 파트너 9월 말 이후 주식시장의 반등세가 강하다. 저점 대비 KOSPI는 대략 15%, KOSDAQ은 12% 상승..."
"신흥에스이씨 ""말레이·헝가리 해외법인 설비 증설 완료""",2022.11.17 13:49,이차전지 안전장치 기업 신흥에스이씨가 말레이시아와 헝가리 해외법인 두 곳에 대한 생산 설비 증설을 마쳤다고 17일 밝혔다. 회사에 따르면 신흥에스이씨는 ...
간밤 美증시 반도체 하락에 삼성·하이닉스 휘청…코스피 약세,2022.11.17 10:21,코스피지수가 17일 장 초반 약세를 보이고 있다. 경기 둔화 우려가 다시 부각된 가운데 간밤 미 증시에서 필라델피아 반도체 지수가 4% 넘게 밀리는 등 ...
"FTX ""샘 뱅크먼 프리드, 더이상 거래소 입장 대변 권한 없어""",2022.11.17 07:16,"FTX가 공식 트위터를 통해 ""샘 뱅크먼 프리드(Sam Bankman-Fried) FTX 창업자는 더이상 거래소의 입장을 대변하지 않는다""라고 16일(현..."
" 원/달러 환율 7.4원 오른 1,325.0원(마감)",2022.11.16 15:31,/연합뉴스
"""2차전지 공장 준공""…이엔플러스 '급등'",2022.11.16 09:42,이엔플러스가 2차전지 공장 준공 소식에 장 초반 급등하고 있다. 16일 오전 9시 22분 현재 이엔플러스는 전 거래일 대비 620원(+9.70%) 오른 ...
"'60대 40' 포트폴리오 안 먹히네…""분산효과 주는 ETF 주목""-SK",2022.11.16 08:05,주식과 채권의 가격 상관관계가 높은 상황이 지속되고 있는 가운데 분산효과를 제공할 수 있는 상장지수펀드(ETF)를 선별할 필요가 있다는 의견이 나왔다. ...
" 원/달러 환율 8.3원 내린 1,317.6원(마감)",2022.11.15 15:31,/연합뉴스
"NH투자증권, 미국 공모주 청약대행 서비스 실시",2022.11.15 10:05,NH투자증권은 국내 투자자가 미국 공모주 시장에 직접 참여할 수 있는 '미국 공모주 청약대행 서비스'를 출시한다고 15일 밝혔다. 미국 공...
"""삼양식품, 3분기 실적 부진했지만…수출 성장세 기대""-한화",2022.11.15 09:07,"한화투자증권은 15일 삼양식품에 대해 올해 3분기 실적은 기대치를 밑돌았으나 이달 1일부터 가격 인상을 한 점, 주요국에 대한 수출 성장세가 뚜렷하다는 ..."
"CZ ""바이낸스, 완벽한 투명성 구축…사용자 자금 이동 없다""",2022.11.14 22:45,창펑 자오 바이낸스 최고경영자(CEO)가 바이낸스 공식 AMA를 통해 현재 바이낸스가 구축하고 있는 투명성에 대해 설명했다. 14일(현지시간) 창펑 자오...
(마감)코스피 외국인 1476억 순매수,2022.11.14 15:37,한경닷컴
"리튬코리아, 지엔원에너지 인수 참여…""미국 염호서 리튬 고속 추출""",2022.11.14 10:12,리튬코리아가 지엔원에너지 인수에 참여해 미국 그레이트 솔트레이크 염호에서 2차전지 배터리 양극재의 핵심원료인 리튬(Li)을 추출하는 사업을 추진한다. 리...
"""美 FDA 임상3상 승인""…LG화학 '강세'",2022.11.14 09:15,"LG화학이 통풍 신약 개발 기대감에 장 초반 강세다. 14일 오전 9시 9분 현재 LG화학은 전 거래일 보다 1만7,000원(+2.31%) 오른 75만4..."
"바하마 규제 당국 ""FTX에 현지 출금 재개 명령한 적 없다""",2022.11.13 13:26,"바하마 규제 당국은 최근 FTX가 본사를 둔 바하마 섬에서 자금 인출을 활성화한 것과 관련해 ""FTX에 현지 출금을 재개하라고 명령한 적이 없다""고 12..."
"넷마블, 매출 상승에도 3분기 영업손실 380억원…적자 전환(종합)",2022.11.11 16:23,"매출 14.4% 늘었지만 인건비·수수료·마케팅비가 앞질러 도기욱 각자대표 ""올해 출시 신작 기대 못 미쳐…전략·프로젝트 재정비"" 코스피 상장 게임사 넷마..."
"美 상원, 가상자산 규제 법안 촉진…""의회가 나서야 할 때""",2022.11.11 13:53,미국 상원이 FTX 붕괴를 직면한 후 가상자산(암호화폐) 감독을 강화하는 디지털상품소비자보호법(DCCPA) 도입 추진에 나섰다. 11일(현지시간) 더블록...
"한국콜마, 3분기 영업익 181억원…전년 대비 41.4%↑ [주목 e공시]",2022.11.11 09:49,한국콜마는 3분기 연결 기준 매출액이 전년 동기 대비 25.93% 증가한 4735억원으로 잠정 집계됐다고 11일 공시했다. 같은 기간 영업이익은 41.4...
"원/달러 환율 30원 급락 출발…장중 1,340원대로",2022.11.11 09:06,11일 오전 원/달러 환율이 급락세다. 이날 서울 외환시장에서 오전 9시 2분 현재 달러화 대비 원화 환율은 전날 종가 대비 29.5원 떨어진 달러당 1...
"""네오위즈, 시장 전망치 밑돈 실적…목표가는 ↑""-다올",2022.11.11 07:28,다올투자증권은 11일 네오위즈에 대해 신작들의 추정치를 새로 반영한다면서 목표주가를 기존 4만8000원에서 5만원으로 높였다. 투자의견도 '매수&...
"인바이오젠, 120억원 유상증자…버킷스튜디오에 제3자배정",2022.11.10 16:29,코스피 상장사 인바이오젠은 채무상환자금 등 약 120억원을 조달하고자 제3자 배정 유상증자를 결정했다고 10일 공시했다. 주당 843원에 신주 1천423만4천876주(보통주)가 발...
현대그린푸드 3분기 영업이익 283억원…작년 동기 대비 101.6%↑,2022.11.10 14:58,코스피 상장사 현대그린푸드는 연결 기준 올해 3분기 영업이익이 283억원으로 지난해 동기보다 101.57% 증가한 것으로 잠정 집계됐다고 10일 공시했다. 매출은 1조155억원으로...
GKL 3분기 영업이익 46억원…흑자 전환,2022.11.10 10:21,코스피 상장사 GKL은 연결 기준 올해 3분기 영업이익이 46억원으로 지난해 동기(영업손실 310억원)와 비교해 흑자전환한 것으로 잠정 집계됐다고 10일 공시했다. 매출은 744억...
SK바이오팜 3분기 영업손실 92억원…적자 축소(종합),2022.11.10 09:30,SK바이오팜은 연결 기준 올해 3분기 영업손실이 92억 원으로 지난해 동기(499억 원)와 비교해 적자 폭이 감소한 것으로 잠정 집계됐다고 10일 공시했...
"""엘앤에프, 미국 진출 불확실성 해소…반등 기대감 ↑""-대신",2022.11.10 07:46,"대신증권은 10일 엘앤에프에 대해 미국 진출 불확실성이 다소 해소됐다며 주가 반등에 대한 기대감을 나타냈다. 이에 목표주가 38만원, 투자의견 '..."
"""엘앤에프, 미국 진출 불확실성 해소…반등 기대감 ↑""-대신",2022.11.10 07:46,"대신증권은 10일 엘앤에프에 대해 미국 진출 불확실성이 다소 해소됐다며 주가 반등에 대한 기대감을 나타냈다. 이에 목표주가 38만원, 투자의견 '..."
GS 3분기 영업이익 1조3천579억원…작년 대비 112.56%↑(종합),2022.11.09 14:42,㈜GS는 연결 기준 올해 3분기 영업이익이 1조3천579억원으로 지난해 같은 기간보다 112.56% 증가한 것으로 잠정 집계됐다고 9일 공시했다. 매출은...
"""증안펀드 출자 부담 줄었다""…은행주 강세",2022.11.09 09:42,증안펀드 출자 부담이 줄어들었다는 소식에 은행주가 일제히 강세를 보이고 있다. 9일 오전 9시 33분 KB금융은 전 거래일 대비 650원(1.36%) 오...
"""택배시장 물동량 성장세 둔화 불가피…CJ대한통운 목표가↓""-이베스트",2022.11.09 07:48,이베스트투자증권은 9일 CJ대한통운에 대해 내년 소비 부진과 오프라인 소비 회복이 예상된다며 택배시장 물동량 성장은 지난 2년 대비 다소 둔화할 수밖에 ...
"KT 3분기 영업익 18.4%↑…""DX수주·B2B매출 증가로 수익개선""(종합2보)",2022.11.08 16:44,"B2B 플랫폼 사업 누적수주 21% 증가…콘텐츠 매출 24.7%↑ KT ""5G 가입자 비중 높이고 부가서비스 매출 늘릴 것"" KT는 연결 기준 올해 3분..."
(마감)코스피 외국인 2782억 순매수,2022.11.08 15:34,한경닷컴
현대백화점 3분기 영업이익 922억원…작년 동기 대비 94.1%↑,2022.11.08 13:14,코스피 상장사 현대백화점은 연결 기준 올해 3분기 영업이익이 922억원으로 지난해 동기보다 94.1% 증가한 것으로 잠정 집계됐다고 8일 공시했다. 매출은 1조3천721억원으로 작...
"증권가 눈높이 너무 낮췄나…네이버, 하루 만에 3%대 반등",2022.11.08 09:38,네이버(NAVER)가 3분기 실적 부진으로 인해 주가가 급락한지 하루 만에 큰 폭의 반등을 보이고 있다. 8일 유가증권시장에서 네이버는 오전 9시 35분...
"옵티코어, 케이비제20호스팩 합병…코스닥 상장 본격화",2022.11.08 08:09,광트랜시버 제조기업 옵티코어는 케이비제20호스팩과의 합병을 통해 코스닥 시장 상장을 본격 추진한다고 8일 밝혔다. 옵티코어와 케이비제20호스팩의 합병비율...
"금감원, 농협은행에 기관제재…""코인 거래 보고업무 운영 불합리""",2022.11.07 16:44,국내 가상자산(암호화폐) 거래소 빗썸에 실명계좌를 제공하고 있는 농협은행이 금융감독원으로부터 제재를 받았다. 이는 지난 2018년 11월 26일에 이은 ...
"SK케미칼, 3분기 영업익 497억…전년比 54.8%↓[주목 e공시]",2022.11.07 15:30,SK케미칼은 연결 기준 올해 3분기 영업이익이 497억원으로 전년 동기 대비 54.8% 감소한 것으로 잠정 집계됐다고 7일 공시했다. 같은 기간 매출은 ...
"피코그램, 주당 5주 배정 무상증자 결정[주목 e공시]",2022.11.07 11:01,피코그램은 보통주 1주당 5주를 배정하는 무상증자를 결정했다고 7일 공시했다. 이번 무상증자로 발행되는 주식수는 1518만5415주이고 증자 후 발행주식...
"원/달러 환율 하락세…장중 1,410원 하회",2022.11.07 09:26,"7일 오전 원/달러 환율이 하락세다. 이날 서울 외환시장에서 오전 9시 19분 현재 달러화 대비 원화 환율은 전 거래일 종가 대비 10.1원 내린 1,4..."
"""LG유플러스, 주가·실적 모두 우상향 흐름""-DB",2022.11.07 07:26,"DB금융투자는 LG유플러스에 대해 주가와 실적 모두 우상향 흐름으로 바뀌고 있다며 투자의견 '매수', 목표주가 1만6000원을 모두 유지했..."
美 10월 비농업 부문 고용 26만1000명↑...실업률 3.7%,2022.11.04 21:34,미국 10월 비농업 부문 고용이 26만1000명 증가하며 시장 예상치인 20만명을 소폭 상회했다. 연방준비제도(Fed)의 공격적인 금리 인상 폭에도 불구...
"휴온스, 3분기 영업익 20억…전년比 86.3%↓[주목 e공시]",2022.11.04 13:48,휴온스는 3분기 영업이익이 20억2500만원으로 전년 동기 대비 86.3% 감소했다고 4일 공시했다. 같은 기간 매출은 1231억2900만원으로 9.7%...
"트위터, 가상자산 지갑 개발 중단…도지코인(DOGE) 8%↓",2022.11.04 09:43,트위터가 일론 머스크의 인수 이후 당초 계획했던 가상자산(암호화페) 지갑 개발을 중단했다고 3일(현지시간) 밝혔다. 코인데스크의 보도에 따르면 구체적인 ...
"""BGF리테일, 목표가 22만→24만…경쟁사 압도하는 실적 전망""-신한",2022.11.04 07:53,신한투자증권은 4일 BGF리테일에 대해 편의점 사업 비중이 높은 만큼 객수 회복 효과 클 것이라고 평가했다. 이에 목표주가를 기존 22만원에서 24만원으...
'파월 쇼크' 뚫나 했는데…막판 힘 빠진 코스피,2022.11.03 15:47,코스피가 장 막판 힘이 빠지며 2330선 아래에서 마감했다. 3일 코스피 지수는 전장 대비 7.7포인트(0.33%) 내린 2329.17에 거래를 마쳤다....
" 삼성 계열사, 사회안전시스템 구축에 50억원 기부(종합)",2022.11.03 12:05,삼성전자를 비롯한 삼성 계열사 8곳이 3일 이태원 참사 관련 지원 등을 위해 총 50억원을 기부하기로 했다. 삼성전자는 이날 사단법인 전국재해구호협회에 ...
"""여전히 부족한 전기차 인프라""…관련주 급등",2022.11.03 09:35,"3일 국내 증시에서 전기차 충전 인프라 관련주가 강세다. 이날 오전 9시 16분 현재 에스트래픽이 전거래일보다 20% 넘게 급등한 4,715원에 거래되고..."
카카오 3분기 영업이익 1천503억원…작년동기비 10.6% 감소(종합),2022.11.03 08:51,"매출은 1조8천587억원으로 6.8% 늘어…카톡 MAU 4천763만여명으로 소폭 증가 실적 반영 안된 데이터센터 화재 언급…""근본대책 수립하고 중장기 성..."
"클레이튼 ""올해 말까지 KLAY 지출 중단""",2022.11.02 19:23,"클레이튼(KLAY) 팀이 올해 말까지 KLAY 지출을 중단하겠다고 공표했다. 2일 클레이튼은 공식 미디움을 통해 ""커뮤니티의 요청과 최근 시장의 움직임에..."
동원산업 3분기 영업이익 633억원…작년 동기 대비 9%↓,2022.11.02 16:03,코스피 상장사 동원산업은 연결 기준 올해 3분기 영업이익이 633억원으로 지난해 동기보다 9% 감소한 것으로 잠정 집계됐다고 2일 공시했다. 매출은 9천12억원으로 작년 동기 대비...
"장현국 ""디파이 담보 청산, 일어나지 않을 것...충분히 대응 가능""",2022.11.02 12:27,"장현국 위메이드 대표는 ""코코아파이낸스에 담보로 맡긴 위믹스(WEMIX)가 강제 청산될 일은 없다""고 2일 밝혔다. 앞서 위메이드는 코코아파이낸스에 16..."
"카카오게임즈, 3분기 실적 부진에 장 초반 약세",2022.11.02 09:19,"카카오게임즈가 부진한 3분기 실작을 내놓자 장 초반 하락세를 보이고 있다. 2일 오전 9시 10분 현재 카카오게임즈는 전 거래일보다 1,800원(4.55%) 내린 3만 7,800원..."
" PER 1.8배, 태웅로직스의 믿기지 않는 밸류에이션",2022.11.02 06:00,"한경 마켓PRO 텔레그램 을 구독하시면 보다 편리하게 콘텐츠를 편리하게 받아보실 수 있습니다. 독립 리서치와 함께 하는 스몰캡 리포트 안녕하세요, 스몰캡..."
두산에너빌리티 3분기 영업이익 3천146억원…작년 대비 40.7%↑,2022.11.01 16:27,코스피 상장사 두산에너빌리티는 연결 기준 올해 3분기 영업이익이 3천146억원으로 지난해 동기보다 40.72% 증가한 것으로 잠정 집계됐다고 1일 공시했다. 매출은 3조9천603억...
도지코인(DOGE) 바람에 시바이누(SHIB)도 '훨훨'…일주일 새 28%↑,2022.11.01 14:07,트위터 인수 효과로 도지코인(DOGE)이 급등한 가운데 같은 밈코인인 시바이누(SHIB) 역시 상승세를 이어가며 일주일 만에 28% 넘게 상승했다. 1일...
"삼성전자, 장중 6만원 '회복'…3거래일 만",2022.11.01 09:42,삼성전자가 이틀째 상승세를 지속하며 장중 6만원선을 회복했다. 지난달 27일 이후 3거래일 만이다. 1일 오전 9시 31분 현재 삼성전자는 전일 대비 6...
" 요즘 뜨는 채권투자, 이것만은 꼭 알고 시작하자(1)",2022.11.01 06:15,채권투자의 ABC 박가연 유안타증권 채권상품팀 과장 금융상품에도 트렌드가 있다. 올해의 금융상품 트렌드를 주도하는 것은 바로 채권이 아닐까 싶다. 국내외...
한국항공우주산업 3분기 영업이익 305억원…작년 대비 978.3%↑,2022.10.31 15:40,코스피 상장사 한국항공우주산업은 연결 기준 올해 3분기 영업이익이 305억원으로 지난해 동기보다 978.3% 증가한 것으로 잠정 집계됐다고 31일 공시했다. 매출은 6천89억원으로...
HK이노엔 3분기 영업이익 223억원…작년 동기 대비 30.4%↑,2022.10.31 10:55,시장 전망치 18.6% 상회 코스닥 상장사 HK이노엔은 연결 기준 올해 3분기 영업이익이 223억원으로 지난해 동기보다 30.4% 증가한 것으로 잠정 집계됐다고 31일 공시했다. ...
"""LG이노텍, 내년 실적 차별화 부각 전망""-KB",2022.10.31 08:12,"KB증권은 LG이노텍에 대해 내년 실적 차별화가 부각될 것이라며 투자의견 '매수', 목표주가 57만원을 모두 유지했다. 김동원 KB증권 연..."
"채권시장 부랴부랴 사태수습…""영향은 지켜봐야""",2022.10.28 19:17,강원도의 레고랜드 사업 ABCP 미상환 문제로 온 나라가 떠들썩합니다. 일단 정부가 뒤늦게나마 사태의 심각성을 파악하고 부랴부랴 수습에 나섰습니다. 대책...
한샘 3분기 영업손실 136억원…적자 전환,2022.10.28 15:37,코스피 상장사 한샘은 연결 기준 올해 3분기 영업손실이 136억원으로 지난해 동기(영업이익 226억원)와 비교해 적자 전환한 것으로 잠정 집계됐다고 28일 공시했다. 이번 영업손실...
"에쓰오일 ""석유화학 프로젝트 검토 중, 결정된 바 없어"" [주목 e공시]",2022.10.28 14:03,"에쓰오일은 28일 ""석유화학 프로젝트를 면밀히 검토 중이나 아직 결정된 사항은 없다""고 공시했다. 앞서 한 매체는 전일 에쓰오일 기업설명회(IR)를 인용..."
"한국거래소, 베트남 장애인 빈곤가정에 암소 전달",2022.10.28 09:50,한국거래소가 지구촌나눔운동과 함께 27일 베트남 꽝찌성 인민위원회 강당에서 '2022년 KRX 베트남 암소은행' 사업 후원금 전달식을 개최했다고 28일 ...
아프리카TV 3분기 영업이익 207억원…작년동기비 10.6%↓,2022.10.28 08:24,코스닥 상장사 아프리카TV는 연결 기준 올해 3분기 영업이익이 207억원으로 지난해 같은 기간보다 10.6% 감소한 것으로 잠정 집계됐다고 28일 공시했...
"제이브이엠, 3분기 영업이익 57억원…작년 동기대비 61.8% 늘어",2022.10.27 17:02,제이브이엠은 3분기 연결기준 영업이익이 57억 원으로 작년 동기 대비 61.8% 성장한 것으로 잠정 집계됐다고 27일 밝혔다. 같은 기간 매출은 342억...
" CZ ""부산대·동의대와 협력…교육 프로그램, 인턴쉽 제공 할 것""",2022.10.27 15:30,"창펑 자오(Changpeng Zhao, CZ) 바이낸스(Bianance) 최고경영자(CEO)가 부산대, 동의대와 협력해 블록체인 교육 프로그램, 인턴쉽을..."
"롯데관광개발, 제주 드림타워 복합리조트 투숙객 100만명 돌파 임박",2022.10.27 13:44,롯데관광개발은 제주 드림타워 복합리조트가 개관 2주년을 앞두고 투숙객 기준으로 100만명 돌파에 대한 초읽기에 들어갔다고 27일 밝혔다. 롯데관광개발에 ...
현대로템 3분기 영업이익 318억원…작년 동기 대비 301.8%↑,2022.10.27 10:09,코스피 상장사 현대로템은 연결 기준 올해 3분기 영업이익이 318억원으로 지난해 동기보다 301.8% 증가한 것으로 잠정 집계됐다고 27일 공시했다. 매출은 7천825억원으로 작년...
"코스피, 외국인·기관 '사자'에 상승…2260선 회복",2022.10.27 09:16,코스피가 외국인과 기관의 '사자'에 장 초반 상승하고 있다. 27일 오전 9시12분 기준 코스피지수는 전 거래일보다 17.76포인트(0.7...
"삼성증권, 3분기 영업익 1561억원…전년比 56.9%↓",2022.10.26 18:03,26일 삼성증권은 연결 기준 3분기 영업이익이 전년 동기 대비 56.9% 줄어든 1561억원으로 잠정 집계됐다고 공시했다. 같은 기간 당기순이익은 123...
'1일 천하'…코오롱티슈진 거래 2일차 10% 폭락,2022.10.26 15:42,3년 5개월 만에 거래가 재개된 코오롱티슈진[950160]이 거래 재개 이틀째인 26일 10% 가까이 하락했다. 이날 코스닥시장에서 코오롱티슈진은 전 거...
환율변동성 확대에도 3분기 일평균 외환거래액 6.7% 감소,2022.10.26 12:00,1·2분기 연속 사상 최대치 경신했다가 3분기 감소세 돌아서 최근 달러 강세에 원/달러 환율이 상당폭 오르는 등 환율 변동성이 확대됐지만 3분기 하루 평...
"SK하이닉스, '어닝쇼크'에도…주가 소폭 상승",2022.10.26 09:30,SK하이닉스가 올 3분기 '어닝쇼크'를 기록했지만 주가는 장초반 소폭 오르고 있다. 26일 오전 9시 21분 현재 SK하이닉스는 전일 대비...
위메이드 3분기 영업손실 280억원…적자 전환,2022.10.26 08:38,코스닥 상장사 위메이드는 연결 기준 올해 3분기 영업손실이 280억원으로 지난해 동기(영업이익 174억원)와 비교해 적자전환한 것으로 잠정 집계됐다고 2...
"원/달러 환율 연고점 돌파 후 반락…1,433.1원 마감",2022.10.25 15:53,"25일 원/달러 환율이 연고점을 돌파한 뒤 하락 전환해 1,430원대로 떨어졌다. 이날 서울 외환시장에서 달러 대비 원화 환율은 전날 종가보다 6.6원 ..."
"누빈운용 ""글로벌 청정 인프라 임팩트 투자 전략 도입""",2022.10.25 12:57,운용자산규모(AUM) 1조1000억달러 규모의 글로벌 투자 운용사 누빈자산운용(Nuveen)이 '글로벌 청정 인프라 임팩트 투자 전략'(G...
"""더블유게임즈, 신작·신사업 기대""…목표가 상향에 주가도 ↑",2022.10.25 09:32,3분기 호실적에 이어 신작 기대감에 더블유게임즈의 투심이 개선되고 있다. 25일 오전 9시 9분 현재 더블유게임즈는 전 거래일보다 650원(1.37%) ...
"""현대차, 내년 실적 악화 전망…목표가 23만→21만""-메리츠",2022.10.25 07:56,메리츠증권은 25일 현대차에 대해 내년 실적 악화가 우려된다며 목표주가를 기존 23만원에서 21만원으로 낮췄다. 투자의견은 '매수'를 유지...
(마감)코스피 기관 3245억 매수 우위,2022.10.24 15:35,한경닷컴
"플래티어, 30억원 규모 자기주식 취득 결정[주목 e공시]",2022.10.24 11:31,플래티어는 주가 안정 및 주주가치 제고를 위해 30억원 규모 자기주식을 취득하기로 결정했다고 24일 공시했다. 취득 예상기간은 이날부터 2023년 4월2...
"지놈앤컴퍼니, 자폐 신약 미국 FDA 패스트트랙 신청에 강세",2022.10.24 09:27,지놈앤컴퍼니가 미국 식품의약국(FDA)에 자폐증 치료제 신약 ‘SB-121’에 대한 패스트 트랙 지정을 신청했다는 소식에 강세를 보이고 있다. 24일 오전 9...
 라이선스 전성시대 선두기업 에스제이그룹 투자포인트 3분 간단정리,2022.10.24 06:00,"※ 마켓PRO 텔레그램 을 구독하시면 보다 편리하게 콘텐츠를 편리하게 받아보실 수 있습니다. 독립 리서치와 함께하는 스몰캡 리포트 안녕하세요, 스몰캡 전..."
"모건스탠리 ""당분간 채권+고성장주+배당주로 대응해라""",2022.10.21 16:00,편득현의 월스트리트 따라잡기 지난주 CPI 발표는 인플레이션 약화에 대한 기대에 많이 어긋났습니다. 서비스 인플레이션은 하락하고 있는 상품 인플레이션 대비 훨씬 강한 상승세를 보이...
"""원자재값 하락에 3Q 부진""…고려아연, 2%대 하락",2022.10.21 09:39,산업용 금속 가격 하락으로 국내 최대 아연 제련업체인 고려아연이 3분기 실적 부진을 기록할 수 있다는 전망이 나왔다. 유가증권시장에서 고려아연은 21일 ...
"SBF ""가상자산 증권성 여부 자체 분석…증권성 토큰 상장 안해""",2022.10.20 22:29,"샘 뱅크먼 프라이드(SBF) FTX 최고경영자(CEO)가 거래 지원 가상자산(암호화폐)들의 증권성 여부를 자체 분석하고, 증권성 토큰의 경우 미국 시장에..."
"'무돌 Hero blaze : Three kimgdoms', 日 등 아시아 4개국 서비스 시작",2022.10.20 15:14,바이낸스체인(BNB Chain) 기반 플레이투언(P2E) 게임 무한돌파삼국지 히어로 블레이즈 3 킹덤즈(Hero Blaze : Three Kingdoms...
"긴축우려·엔저심화에 원/달러 환율 상승세…1,430원선 등락",2022.10.20 09:29,"20일 오전 원/달러 환율이 상승세다. 이날 오전 9시 16분 현재 서울 외환시장에서 달러화 대비 원화 환율은 전날 종가보다 3.3원 오른 달러당 1,4..."
[코스피·코스닥 전 거래일(19일) 주요공시],2022.10.20 06:05,"▲ 파크시스템스 3분기 영업이익 138억원…작년 동기 대비 190%↑ ▲ 폴라리스오피스, 운영자금 목적 11억원 유상증자 결정 ▲ 삼성중공업, 2천707억원에 대형 가스운반선 2척..."
" 원/달러 환율 3.5원 오른 1,426.2원(마감)",2022.10.19 15:31,/연합뉴스
포스코홀딩스 3분기 영업이익 71%↓…태풍 피해로 급감(종합),2022.10.19 09:32,시장전망치 17.8% 하회 포스코홀딩스는 연결 기준 올해 3분기 영업이익이 9천억원으로 지난해 동기보다 71% 감소한 것으로 잠정 집계됐다고 19일 공시...
