id,Rings
90776,7.492448
90777,10.638702
90778,10.487625
90779,10.342775
90780,10.452534
90781,10.629881
90782,7.9319544
90783,10.943426
90784,6.2148056
90785,8.010106
90786,6.2148056
90787,8.955437
90788,6.2148056
90789,10.789087
90790,8.291351
90791,6.2148056
90792,6.2148056
90793,6.2148056
90794,6.2148056
90795,10.882256
90796,10.973048
90797,10.18766
90798,11.647811
90799,7.199974
90800,12.96287
90801,10.17803
90802,6.2148056
90803,10.760741
90804,12.983278
90805,10.691753
90806,8.910026
90807,10.023264
90808,9.725206
90809,11.500782
90810,9.054114
90811,9.175928
90812,6.2148056
90813,9.7072735
90814,7.551178
90815,7.9751806
90816,6.2148056
90817,9.875678
90818,8.976158
90819,7.2681084
90820,6.2148056
90821,9.670858
90822,7.199974
90823,6.2148056
90824,12.219461
90825,8.193485
90826,6.2148056
90827,6.2148056
90828,9.650913
90829,10.868626
90830,9.194608
90831,8.575149
90832,9.214025
90833,10.681141
90834,9.907278
90835,9.383956
90836,8.852502
90837,6.2148056
90838,10.540018
90839,8.750481
90840,9.179925
90841,10.6184435
90842,11.821425
90843,10.789158
90844,12.070528
90845,10.672997
90846,11.488479
90847,7.199974
90848,9.635163
90849,9.0138855
90850,8.950173
90851,11.804819
90852,6.2148056
90853,10.941251
90854,11.538514
90855,7.218893
90856,8.633909
90857,10.456149
90858,10.950749
90859,10.23965
90860,11.705502
90861,9.282465
90862,11.032129
90863,9.036686
90864,8.695527
90865,12.736829
90866,12.557583
90867,11.254196
90868,11.612531
90869,8.335028
90870,11.12516
90871,11.540048
90872,13.318559
90873,7.97789
90874,12.675564
90875,8.665398
90876,10.301504
90877,9.433198
90878,8.132386
90879,9.000591
90880,8.2106
90881,11.397554
90882,10.539685
90883,11.259591
90884,11.804926
90885,10.293545
90886,12.24438
90887,6.2148056
90888,9.084467
90889,11.582866
90890,9.824895
90891,10.886174
90892,10.243649
90893,6.2148056
90894,10.509732
90895,10.959416
90896,6.2148056
90897,6.2148056
90898,6.2148056
90899,12.672089
90900,10.816628
90901,11.194281
90902,8.827941
90903,6.2148056
90904,7.0939846
90905,7.5413666
90906,7.7509375
90907,10.18129
90908,6.2148056
90909,12.737111
90910,9.577435
90911,6.2148056
90912,13.63105
90913,9.554581
90914,9.056421
90915,6.2148056
90916,8.998982
90917,11.88043
90918,7.582884
90919,8.813831
90920,11.344872
90921,6.9045563
90922,7.7823057
90923,9.529274
90924,10.154596
90925,10.543155
90926,9.949453
90927,10.236383
90928,12.296027
90929,11.517489
90930,10.610726
90931,10.967115
90932,12.961905
90933,10.197979
90934,13.333843
90935,8.213045
90936,10.089104
90937,11.056352
90938,8.942699
90939,9.345237
90940,8.191471
90941,7.679385
90942,6.2148056
90943,11.758837
90944,7.379512
90945,9.19078
90946,9.030667
90947,10.032596
90948,10.550037
90949,11.89521
90950,10.710467
90951,9.194894
90952,8.149335
90953,6.2148056
90954,11.169968
90955,8.152047
90956,8.207786
90957,10.57251
90958,6.2148056
90959,7.390897
90960,11.405726
90961,6.2148056
90962,10.736557
90963,6.2148056
90964,11.640621
90965,6.2148056
90966,10.314661
90967,9.615254
90968,11.323711
90969,9.73328
90970,9.461145
90971,7.573515
90972,9.55889
90973,10.45539
90974,9.046553
90975,10.778894
90976,7.4177113
90977,8.566913
90978,6.2148056
90979,9.265011
90980,8.783323
90981,11.498258
90982,11.992061
90983,6.2148056
90984,9.263483
90985,6.2148056
90986,12.474263
90987,8.3764515
90988,8.464199
90989,11.286687
90990,9.385887
90991,8.089457
90992,6.2148056
90993,9.166939
90994,11.003772
90995,6.2148056
90996,12.681249
90997,9.326951
90998,7.199974
90999,6.2148056
91000,11.865392
91001,7.243595
91002,8.753155
91003,10.731051
91004,9.461916
91005,7.827015
91006,11.247137
91007,7.916807
91008,7.9382753
91009,11.509556
91010,9.45809
91011,9.778341
91012,8.953911
91013,10.117998
91014,8.938677
91015,8.945637
91016,7.230545
91017,11.873921
91018,6.750589
91019,11.170516
91020,7.692931
91021,11.479966
91022,8.5168705
91023,6.2148056
91024,7.199974
91025,11.2295885
91026,8.795502
91027,7.1255655
91028,11.437679
91029,10.518591
91030,8.847606
91031,8.424951
91032,6.2148056
91033,6.2148056
91034,9.815187
91035,8.962094
91036,11.421404
91037,7.1445513
91038,11.883928
91039,10.645188
91040,8.976994
91041,6.2148056
91042,10.117267
91043,11.228396
91044,7.3245325
91045,7.1070385
91046,8.1698675
91047,6.2148056
91048,10.037305
91049,9.839988
91050,9.823532
91051,8.64886
91052,10.610933
91053,10.146948
91054,8.243833
91055,7.5121784
91056,11.963699
91057,11.075208
91058,13.335162
91059,12.663043
91060,9.30527
91061,8.047657
91062,12.878261
91063,8.104724
91064,9.746506
91065,9.356809
91066,9.23769
91067,8.505038
91068,10.722236
91069,8.715177
91070,8.168051
91071,8.037293
91072,6.2148056
91073,6.2148056
91074,12.405272
91075,7.2321997
91076,11.434809
91077,7.586833
91078,6.2148056
91079,7.2011805
91080,8.673195
91081,7.7778997
91082,9.8645315
91083,10.599841
91084,8.011629
91085,11.383988
91086,10.810761
91087,11.397229
91088,9.218993
91089,9.318335
91090,10.258168
91091,9.484243
91092,10.1984415
91093,7.4120874
91094,6.2148056
91095,10.79293
91096,10.923208
91097,13.202064
91098,6.2148056
91099,6.2148056
91100,8.827786
91101,10.741636
91102,7.814376
91103,8.622817
91104,9.371696
91105,13.604577
91106,11.358909
91107,6.2148056
91108,10.401858
91109,11.436567
91110,11.864167
91111,8.400756
91112,8.71409
91113,10.157897
91114,6.2148056
91115,10.194925
91116,6.2148056
91117,8.395992
91118,6.2148056
91119,8.54522
91120,9.614673
91121,9.244715
91122,6.2148056
91123,9.117978
91124,13.236922
91125,8.186932
91126,8.266782
91127,6.2148056
91128,6.2148056
91129,8.812593
91130,9.226661
91131,8.042317
91132,11.385742
91133,10.464557
91134,9.552075
91135,7.237502
91136,9.906313
91137,10.997992
91138,8.179972
91139,8.719456
91140,8.601431
91141,8.796988
91142,11.046536
91143,6.2148056
91144,10.689002
91145,11.879975
91146,6.2148056
91147,10.327047
91148,11.715933
91149,7.5066843
91150,12.8645
91151,10.684993
91152,9.027688
91153,8.909697
91154,7.3749123
91155,10.732435
91156,6.2148056
91157,11.091929
91158,9.387846
91159,9.322614
91160,9.003274
91161,8.904394
91162,10.365815
91163,6.2148056
91164,8.948684
91165,11.488044
91166,10.037992
91167,8.291219
91168,13.179311
91169,9.016902
91170,7.199974
91171,8.876718
91172,8.993472
91173,11.686649
91174,6.2148056
91175,9.453329
91176,11.245435
91177,11.085905
91178,6.2148056
91179,12.448046
91180,11.919392
91181,8.997345
91182,10.106644
91183,6.2148056
91184,6.2148056
91185,10.064508
91186,9.527158
91187,8.72747
91188,9.11219
91189,11.375503
91190,6.2148056
91191,8.446131
91192,11.557568
91193,7.9548254
91194,7.991211
91195,8.022619
91196,7.695526
91197,8.354158
91198,6.2148056
91199,6.2148056
91200,9.643323
91201,9.634491
91202,11.961576
91203,8.324342
91204,7.199974
91205,14.128796
91206,10.929506
91207,11.494563
91208,9.860209
91209,9.806264
91210,6.2148056
91211,9.899212
91212,9.235433
91213,6.2148056
91214,11.609389
91215,8.713815
91216,6.2148056
91217,8.3727255
91218,9.228275
91219,9.890453
91220,10.079378
91221,6.2148056
91222,12.069718
91223,10.833657
91224,9.532822
91225,10.068221
91226,10.643806
91227,7.199974
91228,8.702589
91229,9.372394
91230,10.258109
91231,12.2679
91232,7.183275
91233,12.90854
91234,7.2463446
91235,9.230958
91236,9.417961
91237,7.5385656
91238,8.480416
91239,8.379427
91240,8.878229
91241,11.551216
91242,9.758157
91243,9.745078
91244,11.230169
91245,10.430661
91246,6.2148056
91247,9.930311
91248,10.890063
91249,10.381532
91250,6.2148056
91251,11.547438
91252,11.319769
91253,7.881093
91254,6.2148056
91255,12.52217
91256,10.019399
91257,6.961027
91258,7.950672
91259,12.697848
91260,9.792898
91261,8.673868
91262,8.834488
91263,6.2148056
91264,8.55793
91265,6.2148056
91266,10.636704
91267,7.921296
91268,6.2148056
91269,11.456069
91270,13.517014
91271,6.2148056
91272,8.843209
91273,11.9949665
91274,9.765634
91275,9.195193
91276,11.736021
91277,10.878576
91278,10.874533
91279,8.32602
91280,8.791325
91281,7.59404
91282,10.411388
91283,9.333522
91284,8.724435
91285,9.484056
91286,8.673907
91287,9.326367
91288,9.479263
91289,9.26456
91290,7.3381586
91291,7.243595
91292,13.480089
91293,9.917896
91294,9.134021
91295,12.055473
91296,9.238259
91297,11.15808
91298,13.1519
91299,6.2148056
91300,8.004735
91301,8.682734
91302,8.869693
91303,9.436281
91304,10.694845
91305,10.144843
91306,6.2148056
91307,9.31105
91308,10.246029
91309,11.160317
91310,12.248569
91311,8.154986
91312,10.070971
91313,9.238064
91314,6.2148056
91315,8.913027
91316,7.1431646
91317,9.871181
91318,8.1157
91319,7.491744
91320,8.587109
91321,7.275729
91322,6.2148056
91323,8.854581
91324,7.3782015
91325,6.9860487
91326,10.3987055
91327,12.680681
91328,10.29326
91329,10.551086
91330,9.840174
91331,9.044461
91332,13.5893755
91333,8.5213
91334,10.044304
91335,6.2148056
91336,11.841072
91337,10.094662
91338,8.308544
91339,10.373416
91340,7.7350616
91341,6.2148056
91342,9.760573
91343,7.1770954
91344,6.2148056
91345,7.479645
91346,7.3661013
91347,11.724209
91348,9.517053
91349,9.978317
91350,6.2148056
91351,11.394681
91352,9.255436
91353,10.106381
91354,8.895774
91355,6.2148056
91356,11.701331
91357,10.728084
91358,13.435271
91359,11.841767
91360,6.2148056
91361,9.824676
91362,7.9469633
91363,10.726297
91364,8.63747
91365,7.4120874
91366,9.34295
91367,10.501072
91368,6.2148056
91369,9.1490965
91370,10.324339
91371,8.448314
91372,6.2148056
91373,10.550999
91374,6.2148056
91375,8.861101
91376,8.344329
91377,9.700761
91378,11.144938
91379,6.2148056
91380,9.377543
91381,10.573346
91382,6.2148056
91383,6.2148056
91384,8.84626
91385,10.742543
91386,9.2327
91387,10.93348
91388,11.481221
91389,6.2148056
91390,7.8787346
91391,7.587473
91392,11.088211
91393,8.636932
91394,9.689702
91395,9.450411
91396,10.011882
91397,10.689373
91398,11.105293
91399,8.0478945
91400,6.2148056
91401,9.241589
91402,11.930352
91403,6.2148056
91404,9.212015
91405,11.459725
91406,12.729962
91407,6.2148056
91408,8.099281
91409,11.362545
91410,8.937642
91411,11.117753
91412,12.062189
91413,8.953775
91414,8.29536
91415,9.111586
91416,9.3925905
91417,8.845842
91418,11.296903
91419,11.295341
91420,11.212599
91421,9.500116
91422,8.934988
91423,12.131753
91424,6.2148056
91425,9.343266
91426,7.768531
91427,8.384098
91428,9.855048
91429,7.597846
91430,12.371673
91431,6.2148056
91432,13.123011
91433,7.343918
91434,10.719145
91435,10.786428
91436,11.484877
91437,10.990348
91438,8.356549
91439,11.843353
91440,11.656453
91441,7.471163
91442,9.832349
91443,12.691798
91444,10.695754
91445,9.678359
91446,6.2148056
91447,13.153699
91448,7.047289
91449,10.447699
91450,12.810582
91451,11.731552
91452,10.377951
91453,8.420386
91454,9.410168
91455,13.055244
91456,9.951952
91457,6.2148056
91458,9.295633
91459,10.5100565
91460,9.883452
91461,9.984001
91462,7.224721
91463,10.671667
91464,8.735829
91465,9.244647
91466,10.08073
91467,13.18742
91468,10.552135
91469,11.714504
91470,7.4120874
91471,9.945583
91472,6.2148056
91473,9.485247
91474,10.545338
91475,9.422727
91476,11.699672
91477,7.5306864
91478,8.407195
91479,6.2148056
91480,11.280309
91481,12.586955
91482,9.322763
91483,7.8922424
91484,6.2148056
91485,9.503652
91486,9.554629
91487,9.086087
91488,11.592307
91489,12.766041
91490,10.323323
91491,7.341593
91492,10.004927
91493,7.237502
91494,10.342732
91495,10.392695
91496,9.98491
91497,7.916746
91498,6.2148056
91499,9.226546
91500,9.418284
91501,9.742916
91502,10.46014
91503,8.597846
91504,8.102215
91505,7.7500677
91506,11.296501
91507,10.437951
91508,8.756448
91509,10.43875
91510,11.040936
91511,10.461741
91512,9.900532
91513,8.401812
91514,8.358609
91515,9.328923
91516,9.5734005
91517,6.2148056
91518,10.922887
91519,6.2148056
91520,6.2148056
91521,10.957338
91522,7.7940226
91523,10.908728
91524,6.2148056
91525,11.211288
91526,8.107714
91527,8.565905
91528,11.180103
91529,9.982954
91530,7.0400324
91531,9.962948
91532,12.59986
91533,12.998612
91534,8.938758
91535,8.428925
91536,9.474183
91537,11.489057
91538,8.012239
91539,8.93419
91540,11.068102
91541,9.361535
91542,10.178051
91543,13.375086
91544,9.304408
91545,7.2291613
91546,11.167791
91547,8.797863
91548,10.266922
91549,7.7376013
91550,9.023029
91551,8.746185
91552,8.985103
91553,9.775191
91554,6.2148056
91555,7.6656427
91556,6.2148056
91557,11.204009
91558,11.905449
91559,6.2148056
91560,8.955228
91561,9.784961
91562,9.585843
91563,7.729474
91564,11.040151
91565,11.764651
91566,6.2148056
91567,9.40206
91568,10.818823
91569,6.2148056
91570,9.4766655
91571,9.430545
91572,11.584506
91573,8.1699505
91574,10.185198
91575,9.9450035
91576,9.337174
91577,10.496941
91578,8.771118
91579,10.66209
91580,10.36656
91581,9.985743
91582,10.845532
91583,9.020124
91584,9.190498
91585,11.139172
91586,11.304751
91587,6.2148056
91588,11.161936
91589,6.2148056
91590,9.927542
91591,6.2148056
91592,7.130563
91593,6.2148056
91594,8.087295
91595,8.06087
91596,6.896511
91597,9.016586
91598,10.600106
91599,11.058464
91600,9.063338
91601,6.2148056
91602,10.610635
91603,8.204522
91604,8.943408
91605,8.20461
91606,9.598554
91607,8.757608
91608,6.2148056
91609,12.184928
91610,9.571343
91611,9.405188
91612,10.760491
91613,9.4108925
91614,11.119074
91615,9.317649
91616,8.871466
91617,6.2148056
91618,9.290907
91619,9.108149
91620,6.2148056
91621,9.890687
91622,8.903551
91623,13.224978
91624,8.601163
91625,6.2148056
91626,9.424762
91627,9.744955
91628,10.394503
91629,10.309254
91630,10.132847
91631,8.698782
91632,10.1649275
91633,11.1058445
91634,7.801049
91635,9.760666
91636,6.2148056
91637,11.144276
91638,10.394988
91639,9.637037
91640,8.247791
91641,6.2148056
91642,10.4550295
91643,9.052801
91644,9.915502
91645,6.2148056
91646,6.2148056
91647,11.69379
91648,8.505924
91649,9.728436
91650,8.966007
91651,8.236243
91652,9.6471405
91653,7.259843
91654,6.2148056
91655,12.724684
91656,6.2148056
91657,7.6839485
91658,6.2148056
91659,9.578855
91660,10.03314
91661,8.628432
91662,7.4010715
91663,6.2148056
91664,9.479075
91665,8.470775
91666,12.536253
91667,6.2148056
91668,13.004114
91669,9.865698
91670,6.965996
91671,7.838763
91672,7.115453
91673,10.076426
91674,10.344154
91675,10.121251
91676,9.424975
91677,12.389314
91678,6.2148056
91679,9.748569
91680,12.076061
91681,10.36028
91682,8.398074
91683,6.2148056
91684,10.142176
91685,7.393284
91686,8.475029
91687,10.555306
91688,13.283092
91689,9.355285
91690,7.830241
91691,6.2148056
91692,11.040145
91693,8.99817
91694,9.535752
91695,7.6398954
91696,7.199974
91697,9.385051
91698,6.2148056
91699,10.533502
91700,7.9692183
91701,11.751994
91702,10.711416
91703,10.761302
91704,6.2148056
91705,7.6688004
91706,8.943218
91707,9.639749
91708,10.9799185
91709,10.72604
91710,10.406584
91711,13.345399
91712,10.96552
91713,12.567752
91714,11.723184
91715,10.440856
91716,12.580601
91717,11.36942
91718,9.81576
91719,11.771528
91720,9.497861
91721,10.762935
91722,9.1305065
91723,12.473242
91724,7.3023987
91725,11.8307705
91726,8.756477
91727,6.2148056
91728,8.679421
91729,11.879015
91730,9.907949
91731,13.450915
91732,6.2148056
91733,11.364225
91734,11.340315
91735,7.691905
91736,6.2148056
91737,8.424546
91738,8.847493
91739,9.603927
91740,11.873001
91741,9.729087
91742,9.688086
91743,7.462984
91744,9.532442
91745,7.9807844
91746,11.38947
91747,6.2148056
91748,11.056176
91749,13.524575
91750,8.592756
91751,6.2148056
91752,6.2148056
91753,6.2148056
91754,10.750962
91755,8.442301
91756,9.716859
91757,10.688645
91758,10.063094
91759,10.412803
91760,12.198827
91761,8.19529
91762,9.380112
91763,6.2148056
91764,10.795093
91765,9.61594
91766,8.145781
91767,8.400603
91768,10.251259
91769,12.256945
91770,6.2148056
91771,11.794956
91772,9.240131
91773,9.54399
91774,11.014108
91775,6.2148056
91776,10.671088
91777,6.2148056
91778,13.619484
91779,8.888786
91780,7.199974
91781,9.040985
91782,11.9441185
91783,9.48158
91784,8.504517
91785,11.011298
91786,9.03482
91787,11.246602
91788,11.137609
91789,9.133808
91790,10.620355
91791,6.2148056
91792,6.2148056
91793,10.778757
91794,9.908191
91795,13.018672
91796,6.2148056
91797,13.015691
91798,8.089299
91799,11.658844
91800,10.476069
91801,9.044605
91802,10.810043
91803,6.2148056
91804,7.36903
91805,12.116274
91806,7.8800135
91807,6.2148056
91808,10.107708
91809,10.524805
91810,11.047176
91811,10.234026
91812,7.199974
91813,7.5667973
91814,10.373817
91815,9.600156
91816,8.904909
91817,7.4120874
91818,7.484725
91819,6.2148056
91820,8.9304085
91821,6.2148056
91822,10.33567
91823,11.849295
91824,7.211055
91825,9.213927
91826,7.911949
91827,9.437152
91828,8.810761
91829,11.317516
91830,6.2148056
91831,8.762335
91832,7.3494263
91833,9.817385
91834,10.55993
91835,6.2148056
91836,6.2148056
91837,9.073824
91838,8.825141
91839,10.975338
91840,7.354335
91841,9.206422
91842,6.2148056
91843,10.771429
91844,6.2148056
91845,11.386253
91846,9.848644
91847,6.2148056
91848,9.86828
91849,12.845179
91850,8.842524
91851,10.336657
91852,11.41855
91853,9.636124
91854,7.199974
91855,9.282245
91856,8.49351
91857,8.195222
91858,9.282007
91859,9.244141
91860,8.811328
91861,6.2148056
91862,8.93627
91863,7.3834743
91864,6.2148056
91865,11.953887
91866,6.2148056
91867,9.814682
91868,9.121559
91869,9.091088
91870,10.769131
91871,10.717584
91872,6.2148056
91873,12.021027
91874,9.751331
91875,6.2148056
91876,8.606189
91877,8.28238
91878,10.116172
91879,6.2148056
91880,10.964262
91881,9.258065
91882,12.185007
91883,12.451894
91884,8.962771
91885,6.2148056
91886,6.2148056
91887,7.546688
91888,9.03991
91889,11.520871
91890,10.247759
91891,11.719756
91892,6.2148056
91893,8.27366
91894,7.387267
91895,10.944047
91896,9.13018
91897,10.780922
91898,8.641894
91899,12.91963
91900,7.199974
91901,9.176168
91902,7.2717676
91903,7.1392345
91904,8.755861
91905,11.891195
91906,13.352833
91907,10.852318
91908,9.916415
91909,6.2148056
91910,12.835293
91911,10.50173
91912,7.8234043
91913,8.297204
91914,7.4852285
91915,8.873864
91916,9.927482
91917,11.192722
91918,6.2148056
91919,8.071001
91920,6.2148056
91921,9.702907
91922,11.982418
91923,6.2148056
91924,11.290127
91925,10.651685
91926,12.14253
91927,9.333352
91928,7.0880337
91929,9.220134
91930,9.465563
91931,12.807688
91932,10.100753
91933,6.993306
91934,8.722851
91935,9.172205
91936,11.211056
91937,10.6327095
91938,9.695861
91939,8.360979
91940,13.322164
91941,10.300946
91942,9.497067
91943,11.276064
91944,7.8707457
91945,9.917636
91946,9.1618185
91947,9.825515
91948,9.654076
91949,10.143443
91950,10.621782
91951,6.2148056
91952,8.0890255
91953,10.488408
91954,11.2649555
91955,6.2148056
91956,8.507916
91957,11.986347
91958,9.563253
91959,6.2148056
91960,9.378489
91961,8.372844
91962,8.411339
91963,9.341271
91964,10.440623
91965,12.291929
91966,11.883332
91967,7.199974
91968,12.417096
91969,7.1579494
91970,8.5308485
91971,11.662251
91972,9.656093
91973,10.8874235
91974,8.966825
91975,7.6794176
91976,9.577508
91977,10.489833
91978,9.201021
91979,7.9371204
91980,7.199974
91981,8.357658
91982,9.212597
91983,6.2148056
91984,7.199974
91985,6.2148056
91986,9.686769
91987,8.278016
91988,6.2148056
91989,8.659593
91990,8.82557
91991,7.8546314
91992,11.234269
91993,12.706018
91994,6.2148056
91995,9.0243845
91996,10.883627
91997,10.26157
91998,7.379512
91999,9.25063
92000,8.482168
92001,11.500301
92002,9.179267
92003,9.930651
92004,9.253238
92005,6.2148056
92006,8.708346
92007,10.581586
92008,9.814942
92009,8.8067045
92010,7.236249
92011,7.8494205
92012,11.335399
92013,7.847452
92014,9.3285
92015,6.2148056
92016,10.536576
92017,8.080368
92018,12.824023
92019,10.127434
92020,9.116676
92021,7.903452
92022,9.188197
92023,10.961699
92024,11.411706
92025,12.470794
92026,8.674662
92027,6.2148056
92028,6.2148056
92029,11.187415
92030,10.888682
92031,7.9870834
92032,6.2148056
92033,9.5472355
92034,7.199974
92035,9.469401
92036,9.70035
92037,6.2148056
92038,7.199974
92039,9.367918
92040,8.266912
92041,8.280713
92042,9.967923
92043,11.949854
92044,8.386738
92045,6.2148056
92046,12.895129
92047,9.555608
92048,8.900268
92049,8.491641
92050,10.571743
92051,7.199974
92052,11.137563
92053,11.071713
92054,6.2148056
92055,9.266687
92056,10.917692
92057,9.205529
92058,11.299196
92059,7.704397
92060,8.959734
92061,8.8995075
92062,8.0611925
92063,6.2148056
92064,13.195165
92065,12.24415
92066,10.031465
92067,6.2148056
92068,11.35157
92069,8.3250065
92070,11.083606
92071,11.73614
92072,8.441182
92073,6.2148056
92074,11.204396
92075,9.180429
92076,10.938697
92077,8.734829
92078,10.920249
92079,8.910082
92080,7.6280956
92081,9.147648
92082,10.369225
92083,10.177995
92084,10.73339
92085,8.180043
92086,10.884953
92087,6.2148056
92088,6.2148056
92089,8.667841
92090,13.624658
92091,6.2148056
92092,7.7447996
92093,7.419038
92094,7.3524113
92095,8.463953
92096,11.099214
92097,11.287747
92098,8.142946
92099,10.348965
92100,11.263397
92101,8.972437
92102,10.798029
92103,6.2148056
92104,11.54643
92105,8.156207
92106,11.911586
92107,6.2148056
92108,9.741424
92109,12.934774
92110,6.2148056
92111,12.690019
92112,6.2148056
92113,6.2148056
92114,9.529417
92115,9.585636
92116,10.018782
92117,9.045383
92118,12.380477
92119,6.2148056
92120,6.2148056
92121,8.37841
92122,9.30383
92123,10.8265915
92124,11.211199
92125,11.224234
92126,7.199974
92127,7.654784
92128,6.2148056
92129,7.2302914
92130,6.2148056
92131,6.2148056
92132,9.716092
92133,6.8930287
92134,11.984211
92135,6.2148056
92136,8.264998
92137,7.237502
92138,6.2148056
92139,10.1262665
92140,6.2148056
92141,6.2148056
92142,10.099578
92143,7.0916023
92144,7.770544
92145,9.505976
92146,7.5385656
92147,6.2148056
92148,9.927151
92149,13.208634
92150,9.315673
92151,8.712377
92152,11.746562
92153,7.6744366
92154,12.046185
92155,12.883811
92156,8.532697
92157,8.189068
92158,8.912563
92159,11.990933
92160,7.1951427
92161,12.747736
92162,6.2148056
92163,10.510127
92164,9.629969
92165,11.457049
92166,9.992896
92167,12.418967
92168,7.589548
92169,11.577379
92170,8.305388
92171,12.77177
92172,8.591496
92173,10.0943575
92174,10.925546
92175,6.2148056
92176,7.94075
92177,9.481992
92178,11.252882
92179,9.382256
92180,7.7147093
92181,9.586749
92182,8.882927
92183,7.2965775
92184,11.14583
92185,13.346675
92186,11.220434
92187,11.089084
92188,7.183275
92189,6.2148056
92190,8.293168
92191,8.038522
92192,10.538997
92193,7.382633
92194,8.223575
92195,6.2148056
92196,9.161963
92197,7.199974
92198,8.630237
92199,8.773193
92200,11.863303
92201,12.598628
92202,7.744835
92203,9.911244
92204,10.713807
92205,8.124597
92206,11.881763
92207,9.914382
92208,6.2148056
92209,8.545107
92210,8.845765
92211,8.18375
92212,9.199937
92213,12.575939
92214,9.0582075
92215,9.760973
92216,9.767028
92217,6.2148056
92218,6.2148056
92219,8.882359
92220,9.493039
92221,10.4061575
92222,9.532691
92223,6.2148056
92224,10.022408
92225,8.792398
92226,7.5306864
92227,9.890512
92228,10.7760725
92229,6.2148056
92230,10.869061
92231,10.001903
92232,13.5024395
92233,11.839504
92234,6.2148056
92235,10.514299
92236,11.749508
92237,9.358211
92238,8.283079
92239,6.2148056
92240,10.137859
92241,8.770079
92242,10.768008
92243,9.172096
92244,10.878327
92245,8.3772335
92246,9.035208
92247,12.113435
92248,8.889734
92249,7.4611225
92250,9.436388
92251,9.063973
92252,9.3652315
92253,6.2148056
92254,6.2148056
92255,8.469566
92256,8.26782
92257,10.727368
92258,10.928654
92259,9.087685
92260,10.98751
92261,9.871484
92262,9.87697
92263,11.827706
92264,8.440772
92265,8.021415
92266,9.817442
92267,7.625617
92268,11.309058
92269,11.608653
92270,7.707451
92271,6.2148056
92272,12.033671
92273,11.575946
92274,12.152342
92275,12.799763
92276,11.246109
92277,8.876084
92278,11.229428
92279,8.780151
92280,6.2148056
92281,12.243052
92282,8.9714
92283,8.674788
92284,7.648961
92285,8.528588
92286,10.815797
92287,9.311136
92288,6.2148056
92289,7.703972
92290,6.2148056
92291,6.2148056
92292,8.285826
92293,9.375557
92294,13.116807
92295,10.156974
92296,9.847589
92297,6.2148056
92298,11.423714
92299,10.778827
92300,9.473968
92301,8.728172
92302,6.2148056
92303,8.7055645
92304,11.063689
92305,8.750569
92306,11.743023
92307,8.094885
92308,10.926555
92309,9.996581
92310,10.238585
92311,6.2148056
92312,10.887058
